Boar Stud,Inventory,Target,Inventory to target,Average Inventory,Total Non-Genetic Removals,% Non-Genetic Removals,14 Day Rest,Batches,Incomplete Batches,Missing Scores,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Total Boars in Stud,Treated Boars,Treatment Rate,actual,target,Missed Index,WeekCommencing,yrwk,Collections,Treatments,Lutalyse Usage,scores,% Missing Scores,% 14 Day Rest,TScore,RScore,PScore,LScorea,LScoreb,LScore,Total
MB 7081,191,200,95.5,192.9230769,7,14.51355662,5,33,0,0,0,0,0,0,0,0,191,0,0,105.1217188,105.1465777,0.033686559,19450,202314,71,6,8.450704225,198,0,2.617801047,0,2,2,1,1,1,5
MB 7082,198,200,99,194.6153846,1,2.055335968,2,30,0,0,0,0,0,0,0,0,198,0,0,105.6438385,105.6438385,0.014705882,19450,202314,82,3,3.658536585,180,0,1.01010101,0,3,2,2,2,2,7
MB 7092,395,250,158,419.5384615,25,23.83571691,0,47,0,0,0,0,0,0,0,0,395,1.692307692,0.428432327,103.7465182,103.7494453,0.002927007,19450,202314,370,20,5.405405405,282,0,0,3,3,2,1,1,1,9
MB 7093,460,450,102.2222222,451,13,11.52993348,12,48,2,4,0,0,0,0,2,2,460,0,0,105.8574266,105.8587561,0.001329567,19450,202314,282,3,1.063829787,288,1.388888889,2.608695652,0,2,0,2,2,2,4
MB 7094,375,450,83.33333333,318.4,10,12.56281407,7,36,0,0,0,0,0,0,0,0,375,0,0,106.0024181,106.12895,0.1265319,19450,202314,266,3,1.127819549,216,0,1.866666667,0,3,2,2,2,2,7
MBW Cimarron,377,399,94.48621554,364.4615385,41,44.9978894,1,54,1,1,0,0,0,0,0,1,377,0.153846154,0.040807998,107.3737462,107.570865,0.197118741,19450,202314,189,13,6.878306878,324,0.308641975,0.265251989,3,3,2,1,1,1,9
MBW Cyclone,348,403,86.35235732,321.3846154,17,21.15844902,0,38,0,0,0,0,0,0,0,0,348,1.153846154,0.331564987,103.0909308,103.5335407,0.397559848,19450,202314,294,2,0.680272109,228,0,0,3,3,2,2,2,2,10
MBW Yuma,152,203,74.87684729,162.1538462,9,22.20113852,0,21,0,0,0,0,0,0,0,0,152,0.153846154,0.101214575,105.3281368,105.3281368,0.054945055,19450,202314,75,3,4,126,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,157,200,78.5,179.2307692,24,53.56223176,3,10,0,0,0,0,0,0,0,0,157,0,0,102.6040721,102.6040721,0,19450,202314,130,0,0,60,0,1.910828025,0,3,2,2,0,2,7
SPG9644,324,0,0,351.4615385,2,2.276209236,7,28,0,0,0,0,0,0,0,0,324,0,0,105.0783536,105.0783536,0,19450,202314,273,5,1.831501832,168,0,2.160493827,0,2,2,2,2,2,6
SPGNC,202,220,91.81818182,205.3076923,4,7.793180967,0,65,0,0,0,0,0,0,0,0,202,0.461538462,0.228484387,113.3247038,113.7419051,0.417201309,19450,202314,126,2,1.587301587,390,0,0,3,3,2,2,2,2,10
SPGVA,276,292,94.52054795,274.8461538,14,20.37503498,2,62,0,0,0,0,0,0,0,0,276,0,0,111.8312897,115.5851879,2.004465393,19450,202314,168,0,0,372,0,0.724637681,0,3,2,2,0,2,7
MB 7081,190,200,95,192.9230769,6,12.44019139,6,33,0,0,0,0,0,0,0,0,190,0,0,105.4112209,105.4112209,0.016260163,19457,202315,78,3,3.846153846,198,0,3.157894737,0,2,2,2,2,2,6
MB 7082,199,200,99.5,195.1538462,4,8.198659834,0,33,0,0,0,0,0,0,0,0,199,0,0,104.6606925,104.9316141,0.525140851,19457,202315,109,3,2.752293578,198,0,0,0,3,2,2,2,2,7
MB 7092,469,250,187.6,417.3076923,22,21.0875576,0,47,0,1,0,0,0,1,0,0,469,2.923076923,0.62325734,103.5854304,103.5955045,0.010074174,19457,202315,384,14,3.645833333,282,0.354609929,0,3,3,2,2,2,2,10
MB 7093,460,450,102.2222222,450.3076923,13,11.54765972,13,44,1,1,0,0,0,0,0,1,460,0,0,104.7132807,104.764397,0.05111625,19457,202315,380,7,1.842105263,264,0.378787879,2.826086957,0,2,2,2,2,2,6
MB 7094,473,450,105.1111111,323.5454545,11,13.59932565,7,33,0,0,0,0,0,0,0,0,473,0,0,105.3293189,105.3293189,0,19457,202315,310,23,7.419354839,198,0,1.479915433,0,3,2,1,1,1,6
MBW Cimarron,375,399,93.98496241,362.6153846,40,44.1238863,2,47,1,1,0,0,0,0,0,1,375,0.153846154,0.041025641,106.3055701,106.4571219,0.151551779,19457,202315,338,11,3.25443787,282,0.354609929,0.533333333,3,3,2,2,2,2,10
MBW Cyclone,355,403,88.08933002,327,19,23.24159021,0,43,0,0,0,0,0,0,0,0,355,1.153846154,0.325027086,102.1804795,102.6073367,0.383784767,19457,202315,290,6,2.068965517,258,0,0,3,3,2,2,2,2,10
MBW Yuma,190,203,93.59605911,161.6153846,11,27.22513089,0,23,0,0,0,0,0,0,0,0,190,0.307692308,0.16194332,105.4319309,105.433777,0.001008898,19457,202315,74,3,4.054054054,138,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,154,200,77,175.6153846,26,59.22032413,5,11,0,0,0,0,0,0,0,0,154,0,0,102.3343475,102.3343475,0,19457,202315,125,0,0,66,0,3.246753247,0,2,2,2,0,2,6
SPG9644,372,0,0,348.6923077,2,2.294286345,7,29,0,0,0,0,0,0,0,0,372,0,0,105.8615113,105.9168329,0.05532155,19457,202315,241,5,2.074688797,174,0,1.88172043,0,3,2,2,2,2,7
SPGNC,201,220,91.36363636,206.0769231,5,9.705113848,0,60,0,0,0,0,0,0,0,0,201,1.076923077,0.535782625,115.3339841,115.8295932,0.495609111,19457,202315,108,2,1.851851852,360,0,0,3,3,2,2,2,2,10
SPGVA,276,292,94.52054795,275,13,18.90909091,3,63,0,0,0,0,0,0,0,0,276,0,0,108.9156089,114.708791,3.397898974,19457,202315,168,0,0,378,0,1.086956522,0,3,2,2,0,2,7
MB 7081,189,200,94.5,193,6,12.43523316,7,32,0,0,0,0,0,0,0,0,189,0,0,104.8504839,104.8504839,0,19464,202316,70,4,5.714285714,192,0,3.703703704,0,2,2,1,1,1,5
MB 7082,199,200,99.5,197.2307692,5,10.14040562,0,33,0,0,0,0,0,0,0,0,199,0.384615385,0.193274063,104.8245109,104.8245109,0.0078125,19464,202316,103,0,0,198,0,0,3,3,2,2,0,0,8
MB 7092,467,250,186.8,421.2307692,22,20.89116143,0,47,1,1,0,0,0,0,1,0,467,3.923076923,0.840059298,104.4094987,104.4209321,0.01143341,19464,202316,307,9,2.931596091,282,0.354609929,0,3,3,2,2,2,2,10
MB 7093,458,450,101.7777778,449.7692308,15,13.34017445,15,50,3,6,0,0,0,0,3,3,458,0,0,105.2994279,105.3091626,0.00973467,19464,202316,310,5,1.612903226,300,2,3.27510917,0,2,0,2,2,2,4
MB 7094,471,450,104.6666667,336,13,15.47619048,8,33,0,0,0,0,0,0,0,0,471,0,0,107.2599043,107.5971163,0.337212052,19464,202316,262,11,4.198473282,198,0,1.6985138,0,3,2,2,2,2,7
MBW Cimarron,374,399,93.73433584,360.9230769,18,19.9488491,2,49,1,1,0,0,0,0,0,1,374,0.153846154,0.041135335,105.8955663,106.0793859,0.183819588,19464,202316,243,11,4.526748971,294,0.340136054,0.534759358,3,3,2,2,2,2,10
MBW Cyclone,353,403,87.59305211,333.3846154,17,20.39686202,0,45,1,1,0,0,0,0,0,1,353,1.307692308,0.370451079,101.6746395,101.899266,0.316308977,19464,202316,278,9,3.237410072,270,0.37037037,0,3,3,2,2,2,2,10
MBW Yuma,189,203,93.10344828,164.1538462,9,21.93064667,0,23,0,0,0,0,0,0,0,0,189,0.538461538,0.284900285,107.9561505,108.0271817,0.054749705,19464,202316,71,3,4.225352113,138,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,152,200,76,172.0769231,24,55.78900313,6,10,0,0,0,0,0,0,0,0,152,0.076923077,0.050607287,103.2588426,103.2588426,0,19464,202316,125,0,0,60,0,3.947368421,3,2,2,2,0,2,9
SPG9644,372,0,0,349.6923077,0,0,7,24,0,0,0,0,0,0,0,0,372,0,0,106.785009,106.8705532,0.085544134,19464,202316,197,3,1.52284264,144,0,1.88172043,0,3,2,2,2,2,7
SPGNC,201,220,91.36363636,206.8461538,5,9.669021941,0,44,0,0,0,0,0,0,0,0,201,1.230769231,0.612323,113.1544915,113.8289536,0.674462048,19464,202316,129,1,0.775193798,264,0,0,3,3,2,2,2,2,10
SPGVA,274,292,93.83561644,275.2307692,9,13.07993292,1,67,0,0,0,0,0,0,0,0,274,0.153846154,0.056148231,108.3989817,114.781296,3.737234276,19464,202316,165,0,0,402,0,0.364963504,3,3,2,2,0,2,10
MB 7081,188,200,94,192.3846154,7,14.55417833,8,33,0,0,0,0,0,0,0,0,188,0.076923077,0.04091653,105.0069902,105.0069902,0,19471,202317,79,0,0,198,0,4.255319149,3,1,2,2,0,0,6
MB 7082,198,200,99,198,6,12.12121212,0,33,4,24,4,4,4,4,4,4,198,0.461538462,0.233100233,104.9919763,105.0369435,0.041382339,19471,202317,94,3,3.191489362,198,12.12121212,0,3,3,0,2,2,2,8
MB 7092,466,250,186.4,424.8461538,23,21.6548977,0,48,1,5,0,1,1,1,1,1,466,4.769230769,1.023440079,105.1348073,105.139898,0.005090674,19471,202317,340,11,3.235294118,288,1.736111111,0,3,3,0,2,2,2,8
MB 7093,411,450,91.33333333,449.3846154,25,22.2526532,0,43,4,6,0,0,0,0,2,4,411,0.461538462,0.112296463,104.8216758,104.8267154,0.005039515,19471,202317,412,3,0.72815534,258,2.325581395,0,3,3,0,2,2,2,8
MB 7094,471,450,104.6666667,346.3846154,13,15.01221408,54,33,0,0,0,0,0,0,0,0,471,0,0,107.6627839,107.783719,0.12093514,19471,202317,252,5,1.984126984,198,0,11.46496815,0,0,2,2,2,2,4
MBW Cimarron,373,399,93.48370927,363.2307692,17,18.72088098,1,50,1,1,0,0,0,0,0,1,373,0.230769231,0.061868426,101.5488875,108.9670417,7.418154235,19471,202317,178,17,9.550561798,300,0.333333333,0.268096515,3,3,2,1,1,1,9
MBW Cyclone,351,403,87.09677419,340.1538462,17,19.99095432,0,48,0,0,0,0,0,0,0,0,351,1.692307692,0.482138944,102.9702214,103.0818532,0.296590107,19471,202317,261,6,2.298850575,288,0,0,3,3,2,2,2,2,10
MBW Yuma,182,203,89.65517241,164.8461538,8,19.4120392,0,24,0,0,0,0,0,0,0,0,182,0.615384615,0.338123415,107.3401907,107.3401907,0.059405941,19471,202317,63,2,3.174603175,144,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,152,200,76,168.5384615,22,52.2136011,6,7,0,0,0,0,0,0,0,0,152,0.076923077,0.050607287,103.2278969,103.2355627,0.007665863,19471,202317,123,0,0,42,0,3.947368421,3,2,2,2,0,2,9
SPG9644,371,0,0,350.8461538,1,1.140100855,7,26,0,0,0,0,0,0,0,0,371,0,0,105.7843052,105.8261816,0.041876399,19471,202317,259,0,0,156,0,1.886792453,0,3,2,2,0,0,5
SPGNC,201,220,91.36363636,206.3076923,5,9.694258016,0,56,0,0,0,0,0,0,0,0,201,1.230769231,0.612323,112.912032,113.3813531,0.469321101,19471,202317,149,6,4.026845638,336,0,0,3,3,2,2,2,2,10
SPGVA,274,292,93.83561644,275.6923077,9,13.05803571,0,65,0,0,0,0,0,0,0,0,274,0.230769231,0.084222347,108.7388289,115.8611299,4.284904155,19471,202317,161,0,0,390,0,0,3,3,2,2,0,2,10
MB 7081,188,200,94,191.7692308,7,14.60088247,14,31,0,0,0,0,0,0,0,0,188,0.230769231,0.122749591,104.4348789,104.6129854,0.567898136,19478,202318,88,5,5.681818182,186,0,7.446808511,3,0,2,1,1,1,6
MB 7082,198,200,99,198.7692308,6,12.07430341,0,31,0,0,0,0,0,0,0,0,198,0.538461538,0.271950272,104.9659901,104.9725977,0.003875122,19478,202318,97,3,3.092783505,186,0,0,3,3,2,2,2,2,10
MB 7092,466,250,186.4,431.1538462,23,21.33809099,0,49,0,0,0,0,0,0,0,0,466,5.615384615,1.205018158,105.06621,105.139898,0.07368803,19478,202318,359,19,5.292479109,294,0,0,3,3,2,1,1,1,9
MB 7093,411,450,91.33333333,445.5384615,23,20.64917127,1,46,0,0,0,0,0,0,0,0,411,0.692307692,0.168444694,105.3181003,105.4201593,0.102058939,19478,202318,281,4,1.423487544,276,0,0.243309002,3,3,2,2,2,2,10
MB 7094,471,450,104.6666667,359.6923077,9,10.00855432,9,28,0,0,0,0,0,0,0,0,471,0,0,107.6787028,107.7160503,0.037347472,19478,202318,329,10,3.039513678,168,0,1.910828025,0,3,2,2,2,2,7
MBW Cimarron,373,399,93.48370927,365.6153846,16,17.50473385,11,33,2,2,0,0,0,0,0,2,373,1,0.268096515,109.0543588,110.1789678,1.124608989,19478,202318,336,8,2.380952381,198,1.01010101,2.949061662,3,2,0,2,2,2,7
MBW Cyclone,351,403,87.09677419,346.9230769,16,18.44789357,6,44,0,0,0,0,0,0,0,0,351,1.846153846,0.525969757,103.0001055,103.6016306,0.661328578,19478,202318,250,11,4.4,264,0,1.709401709,3,3,2,2,2,2,10
MBW Yuma,182,203,89.65517241,165.6923077,7,16.89879294,0,24,0,0,0,0,0,0,0,0,182,0.615384615,0.338123415,106.7221761,106.877933,0.18056664,19478,202318,63,3,4.761904762,144,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,152,200,76,165.3076923,20,48.39460214,0,9,0,0,2,2,2,2,0,0,152,0.076923077,0.050607287,103.3217606,103.3296661,0.007905421,19478,202318,139,0,0,54,0,0,3,3,2,2,0,2,10
SPG9644,371,0,0,351.9230769,1,1.136612022,9,32,0,0,0,0,0,0,0,0,371,0,0,106.6951113,106.7598617,0.064750412,19478,202318,214,8,3.738317757,192,0,2.425876011,0,2,2,2,2,2,6
SPGNC,201,220,91.36363636,205.7692308,5,9.719626168,0,56,0,0,0,0,0,0,0,0,201,1.538461538,0.76540375,113.2437594,113.9095565,0.665797189,19478,202318,143,3,2.097902098,336,0,0,3,3,2,2,2,2,10
SPGVA,274,292,93.83561644,276.1538462,9,13.0362117,0,61,0,0,0,0,0,0,0,0,274,0.307692308,0.112296463,111.1275531,115.8039554,2.765177029,19478,202318,153,0,0,366,0,0,3,3,2,2,0,2,10
MB 7081,184,200,92,191,10,20.94240838,1,33,0,0,0,0,0,0,0,0,184,0.461538462,0.25083612,104.0369898,104.0369898,0,19485,202319,88,4,4.545454545,198,0,0.543478261,3,3,2,2,2,2,10
MB 7082,197,200,98.5,198,6,12.12121212,1,31,0,0,0,0,0,0,0,0,197,0.692307692,0.351425225,105.2497569,105.2545918,0.002672922,19485,202319,102,2,1.960784314,186,0,0.507614213,3,3,2,2,2,2,10
MB 7092,459,250,183.6,437.3076923,23,21.03781882,0,51,0,0,0,0,0,0,0,0,459,6,1.307189542,105.3124442,105.3268987,0.014454551,19485,202319,320,12,3.75,306,0,0,3,3,2,2,2,2,10
MB 7093,407,450,90.44444444,440.6923077,26,23.59923198,2,44,0,0,0,0,0,0,0,0,407,0.692307692,0.17010017,104.2444819,104.2585653,0.014083373,19485,202319,406,4,0.985221675,264,0,0.491400491,3,3,2,2,2,2,10
MB 7094,469,450,104.2222222,373.3076923,11,11.7865238,10,29,0,0,0,0,0,0,0,0,469,0.230769231,0.049204527,107.4855216,107.5082965,0.022774948,19485,202319,286,9,3.146853147,174,0,2.132196162,3,2,2,2,2,2,9
MBW Cimarron,370,399,92.73182957,367.9230769,15,16.30775664,1,25,1,1,0,0,0,0,0,1,370,1.461538462,0.395010395,109.688648,109.7522117,0.063563745,19485,202319,332,5,1.506024096,150,0.666666667,0.27027027,3,3,2,2,2,2,10
MBW Cyclone,297,403,73.69727047,351.5384615,17,19.34354486,1,41,0,0,0,0,0,0,0,0,297,2.076923077,0.699300699,102.8401092,102.8823753,0.085626304,19485,202319,238,1,0.420168067,246,0,0.336700337,3,3,2,2,2,2,10
MBW Yuma,164,203,80.78817734,166.0769231,10,24.08522464,0,24,0,0,0,0,0,0,0,0,163,0.923076923,0.566304861,106.799273,106.799273,0,19485,202319,79,3,3.797468354,144,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,150,200,75,162.2307692,20,49.31247037,0,8,0,0,0,0,0,0,0,0,150,0.230769231,0.153846154,102.1504675,102.1517312,0.001263687,19485,202319,123,0,0,48,0,0,3,3,2,2,0,2,10
SPG9644,367,0,0,352.8461538,2,2.267277087,18,29,0,0,0,0,0,0,0,0,367,0.153846154,0.041919933,106.1072786,106.1131455,0.005866963,19485,202319,355,8,2.253521127,174,0,4.904632153,3,1,2,2,2,2,8
SPGNC,215,220,97.72727273,206.4615385,7,13.56184799,0,57,0,0,0,0,0,0,0,0,215,1.692307692,0.787119857,114.1275674,114.8482492,0.720681756,19485,202319,132,3,2.272727273,342,0,0,3,3,2,2,2,2,10
SPGVA,274,292,93.83561644,276.6153846,8,11.56840934,0,63,0,0,0,0,0,0,0,0,274,0.615384615,0.224592925,112.2630653,114.4946229,1.43603325,19485,202319,160,0,0,378,0,0,3,3,2,2,0,2,10
MB 7081,184,200,92,190.2307692,10,21.0270926,3,34,1,1,0,0,0,0,0,1,184,0.692307692,0.376254181,104.3945896,104.3945896,0.146551724,19492,202320,81,2,2.469135802,204,0.490196078,1.630434783,3,3,2,2,2,2,10
MB 7082,196,200,98,198.6153846,6,12.08365608,1,32,4,8,0,0,0,0,4,4,196,0.769230769,0.392464678,105.1075713,105.1075713,0,19492,202320,97,3,3.092783505,192,4.166666667,0.510204082,3,3,0,2,2,2,8
MB 7092,458,250,183.2,438.0769231,23,21.00087796,0,45,0,0,0,0,0,0,0,0,458,7.153846154,1.561975143,105.2446312,105.2508519,0.006220721,19492,202320,417,21,5.035971223,270,0,0,3,3,2,1,1,1,9
MB 7093,486,450,108,443.0769231,26,23.47222222,2,54,0,0,0,0,0,0,0,0,486,0.769230769,0.158277936,105.2899336,105.4605829,0.17064925,19492,202320,305,2,0.655737705,324,0,0.411522634,3,3,2,2,2,2,10
MB 7094,467,450,103.7777778,386.8461538,13,13.44203619,12,29,0,0,0,0,0,0,0,0,467,1,0.214132762,106.7452845,106.7941346,0.048850083,19492,202320,388,7,1.804123711,174,0,2.569593148,3,2,2,2,2,2,9
MBW Cimarron,394,399,98.74686717,372.3076923,10,10.74380165,1,26,0,0,0,0,0,0,0,0,394,1.615384615,0.409996095,109.0810373,109.1390276,0.05799032,19492,202320,334,0,0,156,0,0.253807107,3,3,2,2,0,0,8
MBW Cyclone,295,403,73.20099256,346.5384615,16,18.46836848,0,41,0,0,0,0,0,0,0,0,295,2.384615385,0.808344198,101.3581782,101.4065573,0.104439371,19492,202320,236,3,1.271186441,246,0,0,3,3,2,2,2,2,10
MBW Yuma,193,203,95.07389163,167.0769231,12,28.72928177,0,26,0,0,0,0,0,0,0,0,193,1,0.518134715,106.2684508,106.2684508,0.010204082,19492,202320,96,3,3.125,156,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,174,200,87,161.6153846,22,54.45026178,0,9,0,0,0,0,0,0,0,0,174,0.307692308,0.17683466,101.8057533,101.8057533,0,19492,202320,125,0,0,54,0,0,3,3,2,2,0,2,10
SPG9644,365,0,0,353.7692308,4,4.522722331,8,30,0,0,0,0,0,0,0,0,365,0.538461538,0.147523709,105.571432,105.5862274,0.014795396,19492,202320,253,9,3.557312253,180,0,2.191780822,3,2,2,2,2,2,9
SPGNC,214,220,97.27272727,207.1538462,8,15.44745637,1,50,0,0,0,0,0,0,0,0,214,2,0.934579439,113.77887,115.0216359,1.242765932,19492,202320,127,3,2.362204724,300,0,0.46728972,3,3,2,2,2,2,10
SPGVA,274,292,93.83561644,276.2307692,8,11.58451685,0,75,0,0,0,0,0,0,0,0,274,0.615384615,0.224592925,112.1433701,113.9176393,1.158767824,19492,202320,170,0,0,450,0,0,3,3,2,2,0,2,10
MB 7081,184,200,92,190.2307692,10,21.0270926,3,34,1,1,0,0,0,0,0,1,184,0.692307692,0.376254181,104.3945896,104.3945896,0.146551724,19492,202320,81,2,2.469135802,204,0.490196078,1.630434783,3,3,2,2,2,2,10
MB 7082,196,200,98,198.6153846,6,12.08365608,1,32,0,0,0,0,0,0,0,0,196,0.769230769,0.392464678,105.1075713,105.1075713,0,19492,202320,97,3,3.092783505,192,0,0.510204082,3,3,2,2,2,2,10
MB 7092,458,250,183.2,438.0769231,23,21.00087796,0,45,0,0,0,0,0,0,0,0,458,7.153846154,1.561975143,105.2446312,105.2508519,0.006220721,19492,202320,417,21,5.035971223,270,0,0,3,3,2,1,1,1,9
MB 7093,486,450,108,443.0769231,26,23.47222222,2,45,0,0,0,0,0,0,0,0,486,0.769230769,0.158277936,104.1966186,104.2884898,0.091871201,19492,202320,359,4,1.114206128,270,0,0.411522634,3,3,2,2,2,2,10
MB 7094,467,450,103.7777778,386.8461538,13,13.44203619,12,29,0,0,0,0,0,0,0,0,467,1,0.214132762,106.7452845,106.7941346,0.048850083,19492,202320,388,7,1.804123711,174,0,2.569593148,3,2,2,2,2,2,9
MBW Cimarron,394,399,98.74686717,372.3076923,10,10.74380165,1,26,0,0,0,0,0,0,0,0,394,1.615384615,0.409996095,109.0810373,109.1390276,0.05799032,19492,202320,334,0,0,156,0,0.253807107,3,3,2,2,0,0,8
MBW Cyclone,295,403,73.20099256,346.5384615,16,18.46836848,0,41,0,0,0,0,0,0,0,0,295,2.384615385,0.808344198,101.3581782,101.4065573,0.104439371,19492,202320,236,3,1.271186441,246,0,0,3,3,2,2,2,2,10
MBW Yuma,193,203,95.07389163,167.0769231,12,28.72928177,0,26,0,0,0,0,0,0,0,0,193,1,0.518134715,106.2684508,106.2684508,0.010204082,19492,202320,96,3,3.125,156,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,174,200,87,161.6153846,22,54.45026178,0,9,0,0,0,0,0,0,0,0,174,0.307692308,0.17683466,101.8057533,101.8057533,0,19492,202320,125,0,0,54,0,0,3,3,2,2,0,2,10
SPG9644,365,0,0,353.7692308,4,4.522722331,8,30,0,0,0,0,0,0,0,0,365,0.538461538,0.147523709,105.571432,105.5862274,0.014795396,19492,202320,253,9,3.557312253,180,0,2.191780822,3,2,2,2,2,2,9
SPGNC,214,220,97.27272727,207.1538462,8,15.44745637,1,50,0,0,0,0,0,0,0,0,214,2,0.934579439,113.77887,115.0216359,1.242765932,19492,202320,127,3,2.362204724,300,0,0.46728972,3,3,2,2,2,2,10
SPGVA,274,292,93.83561644,276.2307692,8,11.58451685,0,75,0,0,0,0,0,0,0,0,274,0.769230769,0.280741157,112.1433701,113.9176393,1.158767824,19492,202320,170,0,0,450,0,0,3,3,2,2,0,2,10
MB 7081,184,200,92,188.3076923,10,21.24183007,1,31,0,0,0,0,0,0,0,0,184,0.846153846,0.459866221,103.9503492,103.9503492,0.120689655,19499,202321,89,1,1.123595506,186,0,0.543478261,3,3,2,2,2,2,10
MB 7082,208,200,104,201.3076923,6,11.92204815,0,30,0,0,0,0,0,0,0,0,208,1.307692308,0.628698225,105.556189,105.556189,0.044642857,19499,202321,82,3,3.658536585,180,0,0,3,3,2,2,2,2,10
MB 7092,455,250,182,439.0769231,24,21.86405046,0,47,0,0,0,0,0,0,0,0,455,7.769230769,1.707523246,104.9664311,104.9709278,0.00449668,19499,202321,386,20,5.18134715,282,0,0,3,3,2,1,1,1,9
MB 7093,483,450,107.3333333,445.5384615,21,18.85359116,1,48,0,0,0,0,0,0,0,0,483,0.769230769,0.159261029,104.7906961,104.7983504,0.007654304,19499,202321,370,5,1.351351351,288,0,0.207039337,3,3,2,2,2,2,10
MB 7094,464,450,103.1111111,400.3076923,15,14.98847041,16,32,0,0,0,0,0,0,0,0,464,1.538461538,0.331564987,107.0591625,107.0783598,0.019197278,19499,202321,355,8,2.253521127,192,0,3.448275862,3,2,2,2,2,2,9
MBW Cimarron,393,399,98.4962406,378.5384615,10,10.56695794,1,24,0,0,0,0,0,0,0,0,393,1.615384615,0.411039342,108.7350051,108.7915116,0.056506441,19499,202321,329,5,1.519756839,144,0,0.254452926,3,3,2,2,2,2,10
MBW Cyclone,294,403,72.9528536,341.6153846,16,18.73451925,2,45,0,0,0,0,0,0,0,0,294,2.615384615,0.889586604,102.8389207,103.8612954,1.20266954,19499,202321,237,10,4.219409283,270,0,0.680272109,3,3,2,2,2,2,10
MBW Yuma,182,203,89.65517241,170.3846154,11,25.82392777,0,23,0,0,0,0,0,0,0,0,182,1.153846154,0.633981403,106.4742721,106.5519249,0.989040167,19499,202321,96,3,3.125,138,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,171,200,85.5,161.3846154,23,57.00667302,0,8,0,0,0,0,0,0,0,0,171,0.384615385,0.224921278,101.1872192,101.1901968,0.002977612,19499,202321,124,0,0,48,0,0,3,3,2,2,0,2,10
SPG9644,363,0,0,354.6153846,6,6.767895879,10,26,0,0,0,0,0,0,0,0,363,0.615384615,0.169527442,104.9163879,104.9867638,0.070375958,19499,202321,346,6,1.734104046,156,0,2.754820937,3,2,2,2,2,2,9
SPGNC,214,220,97.27272727,207.7692308,8,15.40170307,1,49,0,0,0,0,0,0,0,0,214,2.153846154,1.006470165,113.5325237,114.4793119,0.94678828,19499,202321,121,2,1.652892562,294,0,0.46728972,3,3,2,2,2,2,10
SPGVA,271,292,92.80821918,275.8461538,9,13.05075293,1,74,0,0,0,0,0,0,0,0,271,0.846153846,0.312233892,111.4640376,113.6767352,1.511574492,19499,202321,165,0,0,444,0,0.36900369,3,3,2,2,0,2,10
MB 7081,183,200,91.5,187.6923077,11,23.44262295,1,33,0,0,0,0,0,0,0,0,183,1,0.546448087,103.4369934,103.4369934,0.016,19506,202322,86,1,1.162790698,198,0,0.546448087,3,3,2,2,2,2,10
MB 7082,208,200,104,202.9230769,5,9.855951478,0,32,0,0,0,0,0,0,0,0,208,1.461538462,0.702662722,106.3237224,106.3301817,0.003739552,19506,202322,89,1,1.123595506,192,0,0,3,3,2,2,2,2,10
MB 7092,535,250,214,446.6923077,25,22.38677458,0,46,0,0,0,0,0,0,0,0,535,8.461538462,1.581595974,105.5868116,105.6521798,0.065368239,19506,202322,365,10,2.739726027,276,0,0,3,3,2,2,2,2,10
MB 7093,482,450,107.1111111,451,21,18.62527716,1,61,0,0,0,0,0,0,0,0,482,1.153846154,0.239387169,106.8152773,106.9361532,0.120875945,19506,202322,188,1,0.531914894,366,0,0.20746888,3,3,2,2,2,2,10
MB 7094,457,450,101.5555556,412.5384615,17,16.48331158,17,28,0,0,0,0,0,0,0,0,457,2.230769231,0.488133311,106.7494027,106.7672219,0.017819215,19506,202322,355,10,2.816901408,168,0,3.719912473,3,2,2,2,2,2,9
MBW Cimarron,393,399,98.4962406,384.7692308,10,10.39584166,3,26,1,1,0,0,0,0,0,1,393,1.615384615,0.411039342,108.6091897,108.6993443,0.090154617,19506,202322,307,0,0,156,0.641025641,0.763358779,3,3,2,2,0,0,8
MBW Cyclone,293,403,72.70471464,336.5384615,15,17.82857143,16,46,0,0,0,0,0,0,0,0,294,2.923076923,0.994243851,101.2187441,101.5100137,0.511372269,19506,202322,249,14,5.62248996,276,0,5.460750853,3,1,2,1,1,1,7
MBW Yuma,182,203,89.65517241,170.6153846,10,23.44454463,0,27,0,0,0,0,0,0,0,0,182,1.384615385,0.760777684,105.7623968,105.7623968,0.637168142,19506,202322,96,3,3.125,162,0,0,3,3,2,2,2,2,10
Skyline Boar Stud,171,200,85.5,161.4615385,22,54.50214388,0,9,0,0,0,0,0,0,0,0,171,0.384615385,0.224921278,100.7713681,100.7713681,0,19506,202322,122,0,0,54,0,0,3,3,2,2,0,2,10
SPG9644,359,0,0,355.3076923,9,10.13206322,9,31,0,0,0,0,0,0,0,0,359,0.769230769,0.214270409,104.7098318,104.7594357,0.049603878,19506,202322,271,7,2.58302583,186,0,2.506963788,3,2,2,2,2,2,9
