Boar Stud,Inventory,Target,Inventory to target,boars,dist,actual,WeekCommencing,target,Missed Index,yrwk,Average Days Rest,Standard Deviation,Total Boars Culled,% Boars Culled in Bottom 25%,Total Boars,Boars Trained Within 14 Days,Percent Trained,% Boars Distributed,Average Inventory,rate,IScore,TScore,DScore,BScore,Total,wk,qt,yr,Month
MBW Yuma,114,145,78.62068966,87,75,101.8136486,8/23/1950,101.8136486,0,202035,7.314814815,2.470945743,42,67.44186047,0,0,0,86.20689655,0,0.368421053,3,3,3,3,10,35,3,2020,NA
Norson,231,200,115.5,85,77,0,8/23/1950,0,0,202035,13.51764706,12.47540706,67,8.823529412,15,13,86.66666667,90.58823529,0,0.29004329,0,3,0,2,5,35,3,2020,NA
Prestage MS,204,0,0,109,92,98.00641304,8/23/1950,100.0265217,3.111185185,202035,7.605442177,1.241727824,41,24.3902439,61,54,88.52459016,84.40366972,0,0.200980392,0,0,3,2,5,35,3,2020,NA
Princeton,274,435,62.98850575,237,175,104.2204167,8/23/1950,104.3981548,0.153917526,202035,7.02016129,1.877740042,89,71.73913043,52,50,96.15384615,73.83966245,0,0.324817518,3,0,3,3,9,35,3,2020,NA
Skyline Boar Stud,224,250,89.6,224,192,98.42515625,8/23/1950,99.86067708,1.435520833,202035,8.265957447,1.076491945,1,0,251,229,91.23505976,85.71428571,0,0.004464286,3,0,2,3,8,35,3,2020,NA
SPGTX,195,150,130,42,16,0,8/23/1950,0,0,202035,7.086486486,1.109779199,19,42.10526316,81,62,76.54320988,38.0952381,0,0.097435897,2,3,3,1,9,35,3,2020,NA
SPGVA,225,292,77.05479452,103,30,123.5966667,8/23/1950,123.5966667,0,202035,6.891891892,1.790430234,111,78.37837838,113,111,98.2300885,29.12621359,0,0.493333333,3,3,3,3,12,35,3,2020,NA
SPGNC,209,220,95,90,35,122.1130769,8/30/1950,122.1130769,0,202036,8.109677419,3.17777947,82,62.19512195,105,101,96.19047619,38.88888889,0,0.392344498,3,3,2,3,11,36,3,2020,NA
Clinton,218,0,0,182,141,100.920922,8/30/1950,104.4283688,3.7024,202036,7.493055556,1.651430945,107,34.57943925,81,63,77.77777778,77.47252747,0,0.490825688,1,0,3,1,5,36,3,2020,NA
GCM23-4,220,0,0,168,166,97.61325301,8/30/1950,97.63487952,0.083333333,202036,7.308823529,1.599790808,22,31.81818182,0,0,0,98.80952381,0,0.1,1,3,3,3,10,36,3,2020,NA
High Desert,183,150,122,128,94,127.4826265,8/30/1950,127.4826265,0,202036,8.927419355,1.730517039,78,42.30769231,43,40,93.02325581,73.4375,0,0.426229508,2,3,2,3,10,28,3,2020,NA
Ingold,163,0,0,140,98,98.85968421,8/30/1950,103.9303158,5.070631579,202036,8.703389831,4.718230369,66,37.87878788,95,83,87.36842105,70,0,0.404907975,1,0,2,2,5,36,3,2020,NA
MB 7081,181,200,90.5,105,83,104.213,8/30/1950,104.213,0,202036,7.674556213,1.631353133,84,35.71428571,80,75,93.75,79.04761905,0,0.464088398,1,3,3,3,10,36,3,2020,NA
MB 7082,170,200,85,93,69,105.8446154,8/30/1950,105.8446154,0,202036,6.885350318,1.818593965,64,35.9375,55,54,98.18181818,74.19354839,0,0.376470588,1,3,3,3,10,36,3,2020,NA
MB 7092,417,450,92.66666667,417,350,103.6979808,8/30/1950,103.9182692,0.220288462,202036,7.472,1.616638091,61,70,110,107,97.27272727,83.93285372,0,0.146282974,3,3,3,3,12,36,3,2020,NA
MB 7093,434,450,96.44444444,374,309,102.3860458,8/30/1950,102.4471242,0.061078431,202036,6.681063123,2.095536574,81,62.96296296,50,47,94,82.62032086,0,0.186635945,3,3,3,3,12,36,3,2020,NA
MB 7094,380,450,84.44444444,380,342,0,8/30/1950,0,0,202036,7.94,2.428189274,34,17.64705882,87,79,90.8045977,90,0,0.089473684,0,3,3,3,9,36,3,2020,NA
MBW Cimarron,169,200,84.5,120,87,103.637907,8/30/1950,103.6688372,0.02440367,202036,6.820512821,1.815656567,14,14.28571429,79,77,97.46835443,72.5,0,0.082840237,0,3,3,3,9,36,3,2020,NA
MBW Cyclone,211,200,105.5,197,197,99.20233503,8/30/1950,99.20233503,0,202036,6.461904762,1.499912658,89,56.17977528,40,38,95,100,0,0.421800948,3,3,3,3,10,36,3,2020,NA
MBW Yuma,114,145,78.62068966,87,67,103.5941538,8/30/1950,103.5941538,0,202036,7.21978022,1.4126586269999999,63,81.25,0,0,0,77.01149425,0,0.552631579,3,3,3,3,9,36,3,2020,NA
Norson,230,200,115,85,60,0,8/30/1950,0,0,202036,8.286713287,6.349694877,67,8.823529412,15,13,86.66666667,70.58823529,0,0.291304348,0,3,2,2,7,36,3,2020,NA
Prestage MS,233,0,0,109,93,97.77247312,8/30/1950,99.90387097,0,202036,8.818791946,7.762569311,41,24.3902439,61,54,88.52459016,85.32110092,0,0.175965665,0,3,2,2,7,36,3,2020,NA
Princeton,273,435,62.75862069,235,196,104.0438372,8/30/1950,104.0438372,0.188730964,202036,7.434456929,1.789277794,84,74.71264368,52,50,96.15384615,83.40425532,0,0.307692308,3,3,3,3,12,36,3,2020,NA
Skyline Boar Stud,224,250,89.6,224,193,98.61284974,8/30/1950,99.82880829,1.215958549,202036,7.625641026,1.120731984,1,0,251,229,91.23505976,86.16071429,0,0.004464286,3,0,3,3,9,36,3,2020,NA
SPGTX,194,150,129.3333333,42,17,0,8/30/1950,0,0,202036,7.406976744,1.581160333,18,44.44444444,81,62,76.54320988,40.47619048,0,0.092783505,2,3,3,1,9,36,3,2020,NA
SPGVA,225,292,77.05479452,91,27,123.1283333,8/30/1950,123.1283333,0,202036,7.066666667,1.770811215,139,62.58992806,113,111,98.2300885,29.67032967,0,0.617777778,3,3,3,3,12,36,3,2020,NA
SPGNC,209,220,95,90,35,121.9425,9/6/1950,122.48,0,202037,9.0625,2.619922463,82,62.19512195,105,101,96.19047619,38.88888889,0,0.392344498,3,3,1,3,10,37,3,2020,NA
Clinton,218,0,0,182,156,99.76666667,9/6/1950,103.1234615,3.105147929,202037,8.849462366,5.64431546,107,34.57943925,113,87,76.99115044,85.71428571,0,0.490825688,1,0,2,1,4,37,3,2020,NA
GCM23-4,269,0,0,202,174,0,9/6/1950,0,0,202037,7.844444444,2.027250724,22,31.81818182,0,0,0,86.13861386,0,0.081784387,1,3,3,3,10,37,3,2020,NA
High Desert,183,150,122,128,46,127.4826265,9/6/1950,127.4826265,0,202037,8.605042017,2.404862614,78,42.30769231,43,40,93.02325581,35.9375,0,0.426229508,2,3,2,3,10,28,3,2020,NA
Ingold,161,0,0,138,89,98.22539326,9/6/1950,104.4632584,6.237865169,202037,9.00952381,1.684175432,66,37.87878788,95,83,87.36842105,64.49275362,0,0.409937888,1,0,1,2,4,37,3,2020,NA
MB 7081,181,200,90.5,105,89,104.0724691,9/6/1950,104.0834568,0,202037,7.35443038,1.123438474,84,35.71428571,80,75,93.75,84.76190476,0,0.464088398,1,3,3,3,10,37,3,2020,NA
MB 7082,151,200,75.5,86,69,106.1974603,9/6/1950,106.1974603,0.001666667,202037,7.077419355,1.142652893,64,35.9375,55,54,98.18181818,80.23255814,0,0.42384106,1,3,3,3,10,37,3,2020,NA
MB 7092,416,450,92.44444444,416,335,104.6653757,9/6/1950,104.8134104,0.148034682,202037,7.670520231,1.631607464,29,81.03448276,110,107,97.27272727,80.52884615,0,0.069711538,3,3,3,3,12,37,3,2020,NA
MB 7093,433,450,96.22222222,433,371,0,9/6/1950,0,0,202037,7.8,2.441851216,81,62.96296296,110,107,97.27272727,85.6812933,0,0.187066975,3,3,3,3,12,37,3,2020,NA
MB 7094,379,450,84.22222222,379,363,0,9/6/1950,0,0,202037,7.246246246,2.600861655,34,17.64705882,87,79,90.8045977,95.77836412,0,0.089709763,0,3,3,3,9,37,3,2020,NA
MBW Cimarron,169,200,84.5,120,89,103.3802273,9/6/1950,103.3802273,0.008018018,202037,6.805194805,1.085121734,10,0,79,77,97.46835443,74.16666667,0,0.059171598,0,3,3,3,9,37,3,2020,NA
MBW Cyclone,208,200,104,194,190,99.74624339,9/6/1950,99.74624339,0.01020202,202037,6.342995169,1.558950579,87,56.32183908,40,38,95,97.93814433,0,0.418269231,3,3,3,3,10,37,3,2020,NA
MBW Yuma,110,145,75.86206897,84,71,102.415,9/6/1950,102.6707143,0.255714286,202037,6.75,1.559077577,69,82.85714286,0,0,0,84.52380952,0,0.627272727,3,2,3,3,8,37,3,2020,NA
Norson,230,200,115,85,65,0,9/6/1950,0,0,202037,8.604651163,3.587760447,67,8.823529412,15,13,86.66666667,76.47058824,0,0.291304348,0,3,2,2,7,37,3,2020,NA
Prestage MS,233,0,0,119,105,0,9/6/1950,0,0,202037,9.425,6.511286766,41,24.3902439,90,62,68.88888889,88.23529412,0,0.175965665,0,3,1,0,4,37,3,2020,NA
Princeton,270,435,62.06896552,232,190,103.5447159,9/6/1950,103.6317045,0.153585859,202037,6.926070039,0.959319686,84,77.01149425,52,50,96.15384615,81.89655172,0,0.311111111,3,3,3,3,12,37,3,2020,NA
Skyline Boar Stud,263,250,105.2,263,203,0,9/6/1950,0,0,202037,6.224489796,2.724309435,1,0,235,229,97.44680851,77.18631179,0,0.003802281,3,3,3,3,12,37,3,2020,NA
SPGTX,190,150,126.6666667,39,15,0,9/6/1950,0,0,202037,7.522727273,1.481136805,20,40,81,62,76.54320988,38.46153846,0,0.105263158,2,3,3,1,9,37,3,2020,NA
SPGVA,225,292,77.05479452,103,36,122.9,9/6/1950,123.035,0.0108,202037,7.06875,1.719740638,139,62.58992806,142,140,98.5915493,34.95145631,0,0.617777778,3,3,3,3,12,37,3,2020,NA
SPGNC,211,220,95.90909091,79,34,120.6492741,9/13/1950,122.1233304,0,202038,8.299435028,2.348996332,102,63.7254902,105,101,96.19047619,43.03797468,210.3846154,0.484826325,3,3,2,3,11,38,3,2020,NA
Clinton,218,0,0,182,139,100.2724597,9/13/1950,104.6844625,4.259400481,202038,7.011976048,1.379663063,107,34.57943925,113,87,76.99115044,76.37362637,225.1538462,0.475230612,1,0,3,1,5,38,3,2020,NA
GCM23-4,268,0,0,201,176,100.4785095,9/13/1950,100.4799271,0.001211145,202038,8.033057851,2.476223481,22,31.81818182,51,49,96.07843137,87.56218905,234.9230769,0.093647675,1,3,2,3,9,38,3,2020,NA
High Desert,217,150,144.6666667,128,23,127.4826265,9/13/1950,127.4826265,0,202038,10.48322148,2.297484014,79,43.03797468,43,40,93.02325581,17.96875,196.4615385,0.40211433,2,3,0,3,8,28,3,2020,NA
Ingold,161,0,0,138,97,99.94512022,9/13/1950,103.7326819,3.787561652,202038,9.008928571,2.436566539,66,37.87878788,95,83,87.36842105,70.28985507,161.5384615,0.408571429,1,0,1,2,4,38,3,2020,NA
MB 7081,179,200,89.5,104,69,106.1144472,9/13/1950,106.1144472,0,202038,7.840277778,1.422413955,84,35.71428571,60,55,91.66666667,66.34615385,185.2307692,0.453488372,1,3,3,3,10,38,3,2020,NA
MB 7082,189,200,94.5,86,72,104.8321686,9/13/1950,104.8321686,0,202038,6.940740741,1.33697678,83,50.60240964,55,54,98.18181818,83.72093023,173.8461538,0.477433628,3,3,3,3,12,38,3,2020,NA
MB 7092,378,450,84,378,310,105.4136421,9/13/1950,105.4576573,0.044015151,202038,7.540540541,1.832358661,63,58.73015873,110,107,97.27272727,82.01058201,415.8461538,0.151498335,3,3,3,3,12,38,3,2020,NA
MB 7093,431,450,95.77777778,431,380,102.8826847,9/13/1950,102.8882639,0.005579126,202038,6.8225,1.206080564,81,62.96296296,110,107,97.27272727,88.16705336,399,0.203007519,3,3,3,3,12,38,3,2020,NA
MB 7094,374,450,83.11111111,374,316,101.6235138,9/13/1950,101.6304816,0.006967751,202038,7.656957929,3.309587382,34,17.64705882,87,79,90.8045977,84.49197861,373.1538462,0.091115234,0,3,3,3,9,38,3,2020,NA
MBW Cimarron,132,200,66,102,80,104.216079,9/13/1950,104.216079,0,202038,7.172932331,0.690972944,46,63.04347826,79,77,97.46835443,78.43137255,162.3846154,0.283278067,3,3,3,3,12,38,3,2020,NA
MBW Cyclone,205,200,102.5,191,187,99.12555374,9/13/1950,99.58827169,0.43922973,202038,6.81372549,1.043208315,72,55.55555556,40,38,95,97.90575916,233.3846154,0.308503626,3,2,3,3,11,38,3,2020,NA
MBW Yuma,144,145,99.31034483,81,71,102.167147,9/13/1950,102.167147,0,202038,7.663043478,1.672513236,71,84.50704225,0,0,0,87.65432099,125.6153846,0.565217391,3,3,3,3,12,38,3,2020,NA
Norson,230,200,115,85,57,0,9/13/1950,0,0,202038,7.148387097,4.147904413,66,9.090909091,15,13,86.66666667,67.05882353,245.3076923,0.269049859,0,3,3,2,8,38,3,2020,NA
Prestage MS,233,0,0,119,106,98.58094536,9/13/1950,99.82302026,2.539768694,202038,7.860606061,1.352039876,41,24.3902439,61,38,62.29508197,89.07563025,208.6923077,0.196461482,0,0,3,0,3,38,3,2020,NA
Princeton,268,435,61.6091954,230,197,103.6455717,9/13/1950,103.6455717,0,202038,7.240601504,1.502954956,86,80.23255814,52,50,96.15384615,85.65217391,296.0769231,0.290465056,3,3,3,3,12,38,3,2020,NA
Skyline Boar Stud,260,250,104,260,190,102.7378334,9/13/1950,102.7378863,5.29e-5,202038,8.947619048,3.708533938,1,0,279,272,97.49103943,73.07692308,235.1538462,0.004252535,3,3,2,3,11,38,3,2020,NA
SPGTX,184,150,122.6666667,37,9,0,9/13/1950,0,0,202038,7.969325153,1.264048527,22,36.36363636,81,62,76.54320988,24.32432432,199.5384615,0.110254433,1,3,3,1,8,38,3,2020,NA
SPGVA,225,292,77.05479452,103,33,125.9297029,9/13/1950,125.9297029,0,202038,8.138121547,2.21553475,139,62.58992806,142,140,98.5915493,32.03883495,226,0.615044248,3,3,2,3,11,38,3,2020,NA
Clinton,218,0,0,182,137,99.46961173,18526,104.83403560000001,5.132300528,202039,7.556886228,2.69896185,107,34.57943925,113,87,76.99115044,75.27472527,227.3846154,0.470568336,1,0,3,1,5,39,3,2020,NA
GCM23-4,268,0,0,201,168,101.218022,18526,101.2599382,0.1606588,202039,7.484581498,1.893977455,22,31.81818182,51,49,96.07843137,83.58208955,238.2307692,0.092347433,1,3,3,3,10,39,3,2020,NA
Ingold,158,0,0,135,92,99.183325,18526,104.3117442,5.128419238,202039,9.339622642,3.537248843,41,34.14634146,64,56,87.5,68.14814815,160.1538462,0.256003842,1,0,1,2,4,39,3,2020,NA
MB 7081,178,200,89,104,77,105.2947554,18526,105.3961067,0.064307018,202039,7.588235294,2.037572768,63,33.33333333,60,55,91.66666667,74.03846154,184.5384615,0.341392247,1,3,3,3,10,39,3,2020,NA
MB 7082,188,200,94,86,60,107.0204792,18526,107.0204792,0,202039,7.427586207,1.584406775,83,50.60240964,55,54,98.18181818,69.76744186,174.9230769,0.474494283,3,3,3,3,12,39,3,2020,NA
MB 7092,375,450,83.33333333,375,320,104.0278093,18526,104.5000851,0.472275799,202039,7.828985507,2.201288038,63,58.73015873,70,67,95.71428571,85.33333333,416.2307692,0.151358344,3,2,3,3,11,39,3,2020,NA
MB 7093,430,450,95.55555556,430,323,104.6538736,18526,104.6838905,0.030016991,202039,7.664772727,1.929264198,81,62.96296296,110,107,97.27272727,75.11627907,406.8461538,0.199092456,3,3,3,3,12,39,3,2020,NA
MB 7094,370,450,82.22222222,370,319,101.1881673,18526,101.2140309,0.025863546,202039,7.191740413,1.238601131,34,17.64705882,87,79,90.8045977,86.21621622,374.6153846,0.090759754,0,3,3,3,9,39,3,2020,NA
MBW Cimarron,132,200,66,102,83,103.7320516,18526,103.7320516,0,202039,6.803030303,0.89476334,46,63.04347826,79,77,97.46835443,81.37254902,162.3846154,0.283278067,3,3,3,3,12,39,3,2020,NA
MBW Cyclone,204,200,102,189,187,99.07601398,18526,99.23311629,0.157102303,202039,6.834224599,0.663409905,85,65.88235294,40,38,95,98.94179894,233.7692308,0.363606449,3,3,3,3,12,39,3,2020,NA
MBW Yuma,140,145,96.55172414,117,87,103.9940157,18526,105.5790455,1.585029804,202039,8.009708738,2.24698118,73,90.4109589,35,27,77.14285714,74.35897436,125.1538462,0.583282114,3,0,2,1,6,39,3,2020,NA
Norson,230,200,115,85,67,99.86934596,18526,0,0,202039,8.876470588,4.873795334,66,9.090909091,15,13,86.66666667,78.82352941,243.1538462,0.271433091,0,3,2,2,7,39,3,2020,NA
Prestage MS,229,0,0,116,100,98.61766905,18526,98.61766905,1.53431495,202039,7.577922078,1.422427583,41,24.3902439,61,38,62.29508197,86.20689655,210.3076923,0.194952451,0,0,3,0,3,39,3,2020,NA
Princeton,263,435,60.45977011,225,193,103.5613453,18526,103.5613453,0,202039,6.188596491,1.677645653,91,84.61538462,52,50,96.15384615,85.77777778,291.6923077,0.311972574,3,3,3,3,12,39,3,2020,NA
Skyline Boar Stud,259,250,103.6,259,188,102.5384506,18526,102.5478475,0.009396832,202039,8.151219512,3.27371603,1,0,279,272,97.49103943,72.58687259,236.9230769,0.004220779,3,3,2,3,11,39,3,2020,NA
SPGNC,211,220,95.90909091,87,39,123.2695814,18526,123.6858673,0,202039,6.671875,1.346564613,102,63.7254902,129,124,96.12403101,44.82758621,215.9230769,0.472390452,3,3,3,3,12,39,3,2020,NA
SPGTX,184,150,122.6666667,37,15,0,18526,0,0,202039,7.754385965,1.881307759,19,36.84210526,81,62,76.54320988,40.54054054,198.6153846,0.095662277,1,3,3,1,8,39,3,2020,NA
SPGVA,225,292,77.05479452,103,34,126.5763373,18526,126.5763373,0,202039,7.487179487,2.044250107,111,75.67567568,112,111,99.10714286,33.00970874,229.8461538,0.482931727,3,3,3,3,12,39,3,2020,NA
Clinton,250,0,0,210,119,100.7467925,18533,107.6750345,6.928241995,202040,7.444444444,1.323967103,107,34.57943925,96,71,73.95833333,56.66666667,221.4615385,0.483153873,1,0,3,1,5,40,4,2020,NA
GCM23-4,232,0,0,185,154,101.3571732,18533,101.502546,0.145372809,202040,7.986725664,2.450360678,54,44.44444444,51,49,96.07843137,83.24324324,237.8461538,0.227037516,2,3,3,3,11,40,4,2020,NA
High Desert,206,150,137.3333333,123,90,0,18533,0,0,202040,9.543624161,2.380901548,71,47.88732394,88,82,93.18181818,73.17073171,195,0.364102564,2,3,1,3,9,40,4,2020,NA
Ingold,157,0,0,134,87,99.29506897,18533,104.7841244,5.489055456,202040,8.59223301,1.5044828,41,34.14634146,64,56,87.5,64.92537313,158.6923077,0.258361609,1,0,2,2,5,40,4,2020,NA
MB 7081,192,200,96,96,81,103.0615377,18533,103.270692,0.209154288,202040,8.060606061,2.975106838,88,55.68181818,60,55,91.66666667,84.375,184.4615385,0.47706422,3,3,2,3,11,40,4,2020,NA
MB 7082,188,200,94,86,64,107.1383014,18533,107.1383014,0,202040,7.283950617,1.784923527,83,50.60240964,74,55,74.32432432,74.41860465,175.7692308,0.472210066,3,3,3,1,10,40,4,2020,NA
MB 7092,371,450,82.44444444,371,309,105.7608811,18533,105.8709409,0.110059789,202040,7.806153846,1.858237991,63,58.73015873,70,67,95.71428571,83.2884097,405.5384615,0.155349014,3,3,3,3,12,40,4,2020,NA
MB 7093,426,450,94.66666667,426,234,107.4407577,18533,107.8765355,0.435777826,202040,7.911290323,2.002742446,81,62.96296296,110,107,97.27272727,54.92957746,408.4615385,0.198305085,3,2,3,3,11,40,4,2020,NA
MB 7093,426,450,94.66666667,426,234,107.1631768,18533,107.6030408,0.439863932,202040,7.911290323,2.002742446,81,62.96296296,110,107,97.27272727,54.92957746,408.4615385,0.198305085,3,2,3,3,11,40,4,2020,NA
MB 7094,365,450,81.11111111,365,300,101.4232712,18533,101.5008396,0.07756833,202040,7.433656958,1.479173567,34,17.64705882,87,79,90.8045977,82.19178082,371.6923077,0.09147351,0,3,3,3,9,40,4,2020,NA
MBW Cimarron,130,200,65,100,88,102.9206495,18533,102.9206495,0,202040,7.061538462,0.921355979,47,61.70212766,79,77,97.46835443,88,161.7692308,0.290537328,3,3,3,3,12,40,4,2020,NA
MBW Cyclone,203,200,101.5,188,187,98.94958451,18533,99.01932068,0.069736173,202040,7.045,1.094974817,86,65.11627907,56,52,92.85714286,99.46808511,229.5384615,0.374664879,3,3,3,3,12,40,4,2020,NA
MBW Yuma,132,145,91.03448276,109,92,104.2334406,18533,104.2828746,0.04943396,202040,7.840336134,3.399858405,81,91.35802469,84,71,84.52380952,84.40366972,128.2307692,0.631673665,3,3,3,2,11,40,4,2020,NA
Norson,230,200,115,85,63,0,18533,0,0,202040,8.423312883,3.233496952,66,9.090909091,33,28,84.84848485,74.11764706,240.4615385,0.274472169,0,3,2,2,7,40,4,2020,NA
Prestage MS,229,0,0,116,84,98.70150131,18533,100.5350554,1.833554129,202040,7.780141844,1.61285992,41,24.3902439,61,38,62.29508197,72.4137931,214.7692308,0.190902579,0,0,3,0,3,40,4,2020,NA
Princeton,240,435,55.17241379,201,183,103.3302699,18533,103.3409581,0.010688229,202040,6.973451327,0.918551294,138,92.02898551,52,50,96.15384615,91.04477612,293.7692308,0.469756481,3,3,3,3,12,40,4,2020,NA
Skyline Boar Stud,258,250,103.2,258,183,102.6520195,18533,102.8058392,0.153819709,202040,8.154929577,2.826664916,1,0,279,272,97.49103943,70.93023256,238.6923077,0.004189494,3,3,2,3,11,40,4,2020,NA
SPGNC,211,220,95.90909091,87,42,109.9874204,18533,110.1790341,0.191613681,202040,7.087209302,1.380083607,102,63.7254902,104,101,97.11538462,48.27586207,210.8461538,0.483765049,3,3,3,3,12,40,4,2020,NA
SPGTX,184,150,122.6666667,37,14,0,18533,0,0,202040,7.632911392,1.557208144,19,36.84210526,81,62,76.54320988,37.83783784,196.6923077,0.096597575,1,3,3,1,8,40,4,2020,NA
SPGVA,225,292,77.05479452,103,44,111.5658365,18533,111.5658365,0,202040,7.311111111,1.967015403,111,75.67567568,112,111,99.10714286,42.7184466,225.5384615,0.492155525,3,3,3,3,12,40,4,2020,NA
Clinton,250,0,0,210,135,101.1834952,18540,106.6125078,5.429012604,202041,8.68125,4.24170945,107,34.57943925,128,94,73.4375,64.28571429,229.3846154,0.466465459,1,0,2,1,4,41,4,2020,NA
GCM23-4,232,0,0,185,147,101.8648937,18540,101.9072059,0.04231217,202041,7.473958333,1.957493043,54,44.44444444,51,49,96.07843137,79.45945946,241.1538462,0.223923445,2,3,3,3,11,41,4,2020,NA
High Desert,206,150,137.3333333,123,68,100.7810417,18540,101.0404843,0.259442549,202041,8.168831169,2.535512981,71,47.88732394,88,82,93.18181818,55.28455285,193.9230769,0.366124554,2,2,2,3,9,41,4,2020,NA
Ingold,156,0,0,133,73,99.96485504,18540,106.2542447,6.289389676,202041,9.275862069,2.089228494,41,34.14634146,64,56,87.5,54.88721805,160.0769231,0.256126862,1,0,1,2,4,41,4,2020,NA
MB 7081,190,200,95,94,71,104.2786506,18540,104.2786506,0,202041,7.650684932,2.679661496,88,55.68181818,99,59,59.5959596,75.53191489,187.4615385,0.469429627,3,3,3,0,9,41,4,2020,NA
MB 7082,188,200,94,86,56,107.0911525,18540,107.2742295,0.183077041,202041,7.138157895,1.297217308,62,67.74193548,74,55,74.32432432,65.11627907,176.7692308,0.350739774,3,3,3,1,10,41,4,2020,NA
MB 7092,415,450,92.22222222,415,328,106.0703754,18540,106.1019339,0.031558434,202041,7.669753086,2.187541122,63,58.73015873,70,67,95.71428571,79.03614458,405,0.155555556,3,3,3,3,12,41,4,2020,NA
MB 7093,425,450,94.44444444,425,265,106.7055624,18540,106.7068093,0.001246843,202041,7.417582418,1.725299888,81,62.96296296,110,107,97.27272727,62.35294118,412.3846154,0.196418579,3,3,3,3,12,41,4,2020,NA
MB 7093,425,450,94.44444444,425,265,106.3974391,18540,106.3987099,0.00127082,202041,7.417582418,1.725299888,81,62.96296296,110,107,97.27272727,62.35294118,412.3846154,0.196418579,3,3,3,3,12,41,4,2020,NA
MB 7094,364,450,80.88888889,364,320,100.5485598,18540,100.64316,0.094600201,202041,6.934640523,1.49610731,15,40,87,79,90.8045977,87.91208791,372.6153846,0.040255987,2,3,3,3,11,41,4,2020,NA
MBW Cimarron,188,200,94,98,83,103.0605964,18540,103.0605964,0,202041,6.930769231,0.779469722,49,59.18367347,79,77,97.46835443,84.69387755,165.2307692,0.296554935,3,3,3,3,12,41,4,2020,NA
MBW Cyclone,201,200,100.5,186,175,100.0311505,18540,100.2361772,0.205026659,202041,7.045226131,0.894971826,85,64.70588235,56,52,92.85714286,94.08602151,221.5384615,0.383680556,3,3,3,3,12,41,4,2020,NA
MBW Yuma,126,145,86.89655172,103,87,104.8463989,18540,104.8463989,0,202041,7.243697479,1.913229529,84,96.42857143,84,71,84.52380952,84.46601942,126,0.666666667,3,3,3,2,11,41,4,2020,NA
Norson,230,200,115,85,67,0,18540,0,0,202041,8.567901235,3.911881159,65,7.692307692,33,28,84.84848485,78.82352941,237.6153846,0.273551311,0,3,2,2,7,41,4,2020,NA
Prestage MS,207,0,0,115,90,98.37066338,18540,99.44064466,1.069981287,202041,8.52027027,4.308620681,61,26.2295082,61,38,62.29508197,78.26086957,213.0769231,0.286281588,0,0,2,0,2,41,4,2020,NA
Princeton,237,435,54.48275862,199,175,103.5396356,18540,103.5396356,0,202041,6.804255319,1.076151231,141,92.19858156,67,65,97.01492537,87.93969849,283.4615385,0.497421981,3,3,3,3,12,41,4,2020,NA
Skyline Boar Stud,256,250,102.4,256,174,103.0573846,18540,103.0573846,0,202041,8.472906404,3.271994112,1,0,279,272,97.49103943,67.96875,239.6923077,0.004172015,3,3,2,3,11,41,4,2020,NA
SPGNC,211,220,95.90909091,87,58,107.4850576,18540,107.5451957,0.060138091,202041,7.40625,2.10995211,82,68.29268293,104,101,97.11538462,66.66666667,210.3076923,0.389904901,3,3,3,3,12,41,4,2020,NA
SPGTX,183,150,122,36,12,0,18540,0,0,202041,7.882716049,1.925267756,19,36.84210526,81,62,76.54320988,33.33333333,193.9230769,0.097976993,1,3,3,1,8,41,4,2020,NA
SPGVA,229,292,78.42465753,93,45,108.9273998,18540,108.9273998,0,202041,6.758389262,1.500680056,139,76.97841727,112,111,99.10714286,48.38709677,225.6153846,0.616092738,3,3,3,3,12,41,4,2020,NA
Clinton,250,0,0,210,143,100.7362328,18547,106.0231994,5.286966605,202042,8.339622642,3.991811537,107,34.57943925,128,94,73.4375,68.0952381,229.3846154,0.466465459,1,0,2,1,4,42,4,2020,NA
GCM23-4,231,0,0,184,162,100.7842938,18547,100.7842938,0,202042,8.172727273,3.23750592,54,44.44444444,51,49,96.07843137,88.04347826,240.6923077,0.224352828,2,3,2,3,10,42,4,2020,NA
High Desert,205,150,136.6666667,122,23,0,18540,0,0,202042,9.633333333,1.99692501,61,47.54098361,88,82,93.18181818,18.85245902,197.4615385,0.308920919,2,3,1,3,9,41,4,2020,NA
Ingold,164,0,0,110,87,99.53179992,18547,102.5491385,3.017338545,202042,10.1372549,4.319055672,60,28.33333333,64,56,87.5,79.09090909,159.5384615,0.37608486,0,0,0,2,2,42,4,2020,NA
MB 7081,190,200,95,94,71,104.2509278,18547,104.2509278,0,202042,7.64084507,2.164646792,88,55.68181818,99,59,59.5959596,75.53191489,185.1538462,0.475280432,3,3,3,0,9,42,4,2020,NA
MB 7082,167,200,83.5,79,56,107.2918534,18547,107.2918534,0,202042,7.709090909,2.606320137,62,67.74193548,74,55,74.32432432,70.88607595,178.1538462,0.348013817,3,3,3,1,10,42,4,2020,NA
MB 7092,414,450,92,414,314,104.9803256,18547,105.6097093,0.629383785,202042,7.706586826,2.0630057,63,58.73015873,120,115,95.83333333,75.84541063,410,0.153658537,3,1,3,3,10,42,4,2020,NA
MB 7093,422,450,93.77777778,422,282,105.6078634,18547,105.6078634,0,202042,7.886486486,2.451277214,81,62.96296296,110,107,97.27272727,66.82464455,416.5384615,0.194459834,3,3,3,3,12,42,4,2020,NA
