Boar Stud,Inventory,Target,Inventory to target,boars,dist,actual,WeekCommencing,target,Missed Index,yrwk,Average Days Rest,Standard Deviation,Total Boars Culled,% Boars Culled in Bottom 25%,Total Boars,Boars Trained Within 14 Days,Percent Trained,% Boars Distributed,Average Inventory,rate,IScore,TScore,DScore,BScore,Total,wk,qt,yr,Month
MB 7081,214,200,107,128,88,0,9/14/1949,0,0,201938,9.146496815,3.626496661,61,45.901,88,73,82.95454545,68.75,0,0.285046729,2,3,1,2,6,38,3,2019,September
MB 7082,200,200,100,103,88,125.1619089,9/14/1949,125.1619089,0,201938,7.07486631,1.059904316,87,33.33,84,74,88.0952381,85.4368932,0,0.435,1,3,3,2,8,38,3,2019,September
MB 7092,454,450,100.8888889,454,404,124.7520555,9/14/1949,124.7737361,0.021680619,201938,7.61722488,2.472271153,114,56.14035088,111,105,94.59459459,88.98678414,0,0.251101322,3,3,3,3,12,38,3,2019,September
MB 7093,469,450,104.2222222,469,405,124.802719,9/14/1949,124.8144395,0.011720507,201938,7.323741007,1.893368338,112,42.85714286,150,150,100,86.35394456,0,0.23880597,2,3,3,3,11,38,3,2019,September
MB 7094,368,450,81.77777778,368,327,125.4295731,9/14/1949,125.4599999,0.0304268,201938,7.529411765,1.967135968,65,43.07692308,250,102,40.8,88.85869565,0,0.176630435,2,3,3,0,8,38,3,2019,September
MBW Cimarron,196,200,98,156,106,125.7717531,9/14/1949,125.7911331,0.062929045,201938,7.132275132,0.763854732,36,66.66666667,83,75,90.36144578,67.94871795,0,0.183673469,3,2,3,3,11,38,3,2019,September
MBW Cyclone,210,200,105,190,176,125.00612,9/14/1949,125.0508352,0.042056398,201938,6.937799043,0.832603042,21,28.57142857,75,71,94.66666667,92.63157895,0,0.1,0,3,3,3,9,38,3,2019,September
MBW Yuma,167,145,115.1724138,147,126,125.4697725,9/14/1949,125.4697725,0.02334028,201938,6.638297872,1.591390209,103,69.90291262,78,72,92.30769231,85.71428571,0,0.616766467,3,3,3,3,12,38,3,2019,September
Norson,262,200,131,100,50,123.3385286,9/14/1949,124.2169698,0.878441149,201938,5.968992248,1.419385785,0,0,38,20,52.63157895,50,0,0,3,0,2,0,5,38,3,2019,September
Prestage MS,254,0,0,150,125,124.3704201,9/14/1949,124.6381457,0.54390431,201938,7.15270936,0.435242108,20,35,63,57,90.47619048,83.33333333,0,0.078740157,1,0,3,3,7,38,3,2019,September
Princeton,410,435,94.25287356,342,318,125.1884858,9/14/1949,125.2044745,0.274585443,201938,6.303571429,2.160041262,198,41.91919192,189,178,94.17989418,92.98245614,0,0.482926829,2,0,3,3,8,38,3,2019,September
Skyline Boar Stud,238,250,95.2,224,189,125.0892575,9/14/1949,125.089714,4.34e-4,201938,7.887850467,2.364951846,169,80.47337278,124,119,95.96774194,84.375,0,0.710084034,3,3,3,3,12,38,3,2019,September
SPGTX,154,150,102.6666667,69,19,128.2010034,9/14/1949,128.526258,0.676440626,201938,7.704545455,2.18752519,0,0,161,114,70.80745342,27.53623188,0,0,3,3,3,1,10,38,3,2019,September
SPGVA,263,292,90.06849315,77,38,128.2375525,9/14/1949,128.3180974,0.338201704,201938,9.31122449,3.429895196,55,25.45454545,104,91,87.5,49.35064935,0,0.209125475,0,3,1,2,6,38,3,2019,September
SPGNC,217,220,98.63636364,92,47,128.0050372,9/14/1949,128.1463371,0.335894112,201938,9.030120482,3.21440828,102,19.60784314,95,78,82.10526316,51.08695652,0,0.470046083,0,3,1,2,6,38,3,2019,September
Clinton,184,0,0,149,137,124.3567549,9/21/1949,124.4646874,0.100590191,201939,7.379518072,1.725197154,125,16.8,82,66,80.48780488,91.94630872,0,0.679347826,0,1,3,2,6,39,3,2019,September
GCM7-4,222,207,107.2463768,138,9,0,9/21/1949,0,0,201939,42.66666667,3.530090432,45,51.11111111,52,51,98.07692308,6.52173913,0,0.202702703,3,3,0,3,9,39,3,2019,September
High Desert,202,150,134.6666667,133,31,125.2734074,9/21/1949,126.9643781,1.679524018,201939,10.14285714,4.020209934,23,65.2173913,95,81,85.26315789,23.30827068,0,0.113861386,3,0,0,2,5,39,3,2019,September
Ingold,156,0,0,110,83,125.3705012,9/21/1949,125.4220296,0.051528325,201939,7.507936508,2.946851966,49,42.85714286,92,57,61.95652174,75.45454545,0,0.314102564,2,2,3,0,7,39,3,2019,September
MB 7081,214,200,107,128,84,125.8036428,9/21/1949,125.9240461,0.1,201939,8.522988506,3.065195301,61,45.90163934,108,92,85.18518519,65.625,0,0.285046729,2,1,2,2,7,39,3,2019,September
MB 7082,202,200,101,95,80,125.2664591,9/21/1949,125.2704468,0.023561202,201939,7.74251497,1.990834637,87,33.33333333,84,74,88.0952381,84.21052632,0,0.430693069,1,3,3,2,9,39,3,2019,September
MB 7092,452,450,100.4444444,452,396,124.8091839,9/21/1949,124.8305651,0.021381141,201939,7.371134021,1.800485652,114,53.50877193,111,105,94.59459459,87.61061947,0,0.252212389,3,3,3,3,12,39,3,2019,September
MB 7093,468,450,104,468,380,124.9225785,9/21/1949,124.9371321,0.014553522,201939,7.754385965,2.177967464,79,48.10126582,150,150,100,81.1965812,0,0.168803419,2,3,3,3,11,39,3,2019,September
MB 7094,414,450,92,365,285,125.6490042,9/21/1949,125.6570268,0,201939,7.676190476,2.408167782,65,43.07692308,250,102,40.8,78.08219178,0,0.157004831,2,3,3,0,8,39,3,2019,September
MBW Cimarron,196,200,98,156,98,125.8931469,9/21/1949,125.9210457,0.04,201939,6.597883598,1.009105232,61,73.7704918,83,75,90.36144578,62.82051282,0,0.31122449,3,3,3,3,12,39,3,2019,September
MBW Cyclone,207,200,103.5,187,168,124.9841901,9/21/1949,125.0414209,0.085216508,201939,7.113300493,0.718889713,30,20,75,71,94.66666667,89.83957219,0,0.144927536,0,2,3,3,8,39,3,2019,September
MBW Yuma,156,145,107.5862069,136,126,125.4038834,9/21/1949,125.423372,0.017385467,201939,7.366013072,2.082987587,97,71.13402062,78,72,92.30769231,92.64705882,0,0.621794872,3,3,3,3,12,39,3,2019,September
Norson,261,200,130.5,100,48,123.2380209,9/21/1949,124.136608,0.89858706,201939,5.738095238,1.465215733,0,0,0,0,0,48,0,0,3,0,2,3,8,39,3,2019,September
Prestage MS,233,0,0,140,123,124.4767862,9/21/1949,124.6509337,0.725286183,201939,7.873786408,1.296747238,40,42.5,63,57,90.47619048,87.85714286,0,0.17167382,2,0,3,3,8,39,3,2019,September
Princeton,398,435,91.49425287,333,328,125.0215813,9/21/1949,125.0306205,0.091412816,201939,7.686015831,1.813847298,176,42.61363636,189,178,94.17989418,98.4984985,0,0.442211055,2,2,3,3,10,39,3,2019,September
Skyline Boar Stud,236,250,94.4,222,182,125.1728128,9/21/1949,125.1831078,0.009747324,201939,7.586046512,2.028025765,165,76.96969697,124,119,95.96774194,81.98198198,0,0.699152542,3,3,3,3,12,39,3,2019,September
SPGTX,154,150,102.6666667,69,32,128.1011155,9/21/1949,128.5552419,0.709740858,201939,8.742574257,2.941609986,0,0,161,114,70.80745342,46.37681159,0,0,3,3,2,1,9,39,3,2019,September
SPGVA,262,292,89.7260274,91,38,128.1616042,9/21/1949,128.4848328,0.914404109,201939,7.497536946,1.623998196,80,17.5,132,115,87.12121212,41.75824176,0,0.305343511,0,3,3,2,8,39,3,2019,September
SPGNC,216,220,98.18181818,91,48,127.8645259,9/21/1949,128.1218403,0.482824849,201939,8.87654321,3.18140059,80,25,95,78,82.10526316,52.74725275,0,0.37037037,0,3,2,2,7,39,3,2019,September
Clinton,205,0,0,168,147,124.563026,9/28/1949,124.9253378,0.383965011,201940,8.012269939,2.469537194,125,16.8,82,66,80.48780488,87.5,0,0.609756098,0,0,2,2,4,40,4,2019,October
GCM7-4,219,207,105.7971014,137,72,124.8733785,9/28/1949,125.9062368,1.032858378,201940,39.60240964,15.40584286,45,51.11111111,52,51,98.07692308,52.55474453,0,0.205479452,3,0,0,3,6,40,4,2019,October
High Desert,202,150,134.6666667,133,123,124.8808571,9/28/1949,124.9926223,0.339285984,201940,11.33918129,3.770104918,23,65.2173913,95,81,85.26315789,92.48120301,0,0.113861386,3,0,0,2,5,40,4,2019,October
Ingold,156,0,0,110,93,125.2974084,9/28/1949,125.3518882,0.054479788,201940,9.085271318,5.218702856,49,42.85714286,92,57,61.95652174,84.54545455,0,0.314102564,2,2,1,0,5,40,4,2019,October
MB 7081,214,200,107,128,98,125.72384,9/28/1949,125.7359685,0.072462641,201940,7.256281407,1.41051185,61,45.90163934,86,81,94.18604651,76.5625,0,0.285046729,2,2,3,3,10,40,4,2019,October
MB 7082,202,200,101,106,82,125.5753691,9/28/1949,125.6509516,0.094070423,201940,8.056962025,1.686377306,104,37.5,84,74,88.0952381,77.35849057,0,0.514851485,1,2,2,2,7,40,4,2019,October
MB 7092,449,450,99.77777778,449,382,124.8251019,9/28/1949,124.8411589,0.016057081,201940,7.581333333,2.011510549,114,53.50877193,111,105,94.59459459,85.077951,0,0.25389755,3,3,3,3,12,40,4,2019,October
MB 7093,466,450,103.5555556,466,323,125.2787052,9/28/1949,125.2797748,0.001069574,201940,7.959128065,2.147807957,79,48.10126582,150,150,100,69.31330472,0,0.169527897,2,3,3,3,11,40,4,2019,October
MB 7094,412,450,91.55555556,412,345,125.7591832,9/28/1949,125.7609468,0.001763602,201940,7.901315789,2.517948425,65,43.07692308,250,102,40.8,83.73786408,0,0.15776699,2,3,3,0,8,40,4,2019,October
MBW Cimarron,196,200,98,156,88,126.053034,9/28/1949,126.053034,0,201940,7.14973262,1.629379931,61,73.7704918,83,75,90.36144578,56.41025641,0,0.31122449,3,3,3,3,12,40,4,2019,October
MBW Cyclone,206,200,103,186,162,125.0798243,9/28/1949,125.1241434,0.079016664,201940,7.014705882,1.229673917,31,22.58064516,75,71,94.66666667,87.09677419,0,0.150485437,0,2,3,3,8,40,4,2019,October
MBW Yuma,153,145,105.5172414,133,118,125.5109668,9/28/1949,125.5109668,0,201940,7.269736842,1.513604508,100,72,78,72,92.30769231,88.72180451,0,0.653594771,3,3,3,3,12,40,4,2019,October
Norson,261,200,130.5,100,43,123.2889514,9/28/1949,124.2609899,0.9720385,201940,5.232,1.380369282,0,0,0,0,0,43,0,0,3,0,2,3,8,40,4,2019,October
Prestage MS,262,0,0,140,117,124.3770728,9/28/1949,124.7021021,0.844920797,201940,7.773684211,0.912199566,40,42.5,63,57,90.47619048,83.57142857,0,0.152671756,2,0,3,3,8,40,4,2019,October
Princeton,396,435,91.03448276,331,320,125.0241549,9/28/1949,125.0565128,0.16587451,201940,6.807588076,1.362680735,183,40.98360656,189,178,94.17989418,96.67673716,0,0.462121212,2,0,3,3,8,40,4,2019,October
Skyline Boar Stud,236,250,94.4,222,184,125.1140118,9/28/1949,125.1140118,4.66e-4,201940,7.698275862,1.807726695,165,76.96969697,124,119,95.96774194,82.88288288,0,0.699152542,3,3,3,3,12,40,4,2019,October
SPGTX,89,150,59.33333333,17,11,128.4290546,9/28/1949,128.7565359,1.459388374,201940,8.465753425,2.333822519,65,40,161,114,70.80745342,64.70588235,0,0.730337079,2,3,2,1,8,40,4,2019,October
SPGVA,261,292,89.38356164,91,46,128.1734823,9/28/1949,128.3334454,0.304951734,201940,7.52173913,2.199038401,80,17.5,108,91,84.25925926,50.54945055,0,0.30651341,0,3,3,2,8,40,4,2019,October
SPGNC,221,220,100.4545455,81,42,127.940581,9/28/1949,128.1569654,0.112199323,201940,8.787671233,3.143046851,103,32.03883495,95,78,82.10526316,51.85185185,0,0.466063348,1,3,2,2,8,40,4,2019,October
Clinton,202,0,0,165,149,124.5112268,10/5/1949,124.8038008,0.323366541,201941,7.556818182,1.672349619,125,16.8,103,81,78.6407767,90.3030303,0,0.618811881,0,0,3,1,4,41,4,2019,October
GCM7-4,215,207,103.8647343,134,62,124.6246065,10/5/1949,126.0290928,1.404486295,201941,16.78947368,19.56380436,45,51.11111111,52,51,98.07692308,46.26865672,0,0.209302326,3,0,0,3,6,41,4,2019,October
High Desert,189,150,126,129,34,126.7826751,10/5/1949,126.8867237,0.179601011,201941,7.218487395,2.528346629,35,51.42857143,95,81,85.26315789,26.35658915,0,0.185185185,3,0,3,2,8,41,4,2019,October
Ingold,155,0,0,109,92,125.1500137,10/5/1949,125.159522,0.009508314,201941,8.807692308,4.623995644,49,42.85714286,33,32,96.96969697,84.40366972,0,0.316129032,2,3,2,3,10,41,4,2019,October
MB 7081,213,200,106.5,127,88,125.7133784,10/5/1949,125.8446764,0.314569174,201941,7.670157068,1.704822719,61,45.90163934,86,81,94.18604651,69.29133858,0,0.286384977,2,0,3,3,8,41,4,2019,October
MB 7082,201,200,100.5,106,82,125.5804503,10/5/1949,125.6529563,0.055487967,201941,7.679144385,1.449413421,104,37.5,103,89,86.40776699,77.35849057,0,0.517412935,1,2,3,2,8,41,4,2019,October
MB 7092,493,450,109.5555556,493,409,125.1556752,10/5/1949,125.1777922,0.022116997,201941,7.575144509,2.051896431,114,53.50877193,111,105,94.59459459,82.96146045,0,0.231237323,3,3,3,3,12,41,4,2019,October
MB 7093,420,450,93.33333333,420,313,125.1872528,10/5/1949,125.1973319,0.010079166,201941,8.039660057,2.877935635,125,52.8,150,150,100,74.52380952,0,0.297619048,3,3,2,3,11,41,4,2019,October
MB 7094,412,450,91.55555556,412,330,125.7983464,10/5/1949,125.7984277,8.13e-5,201941,8.012690355,2.398545227,65,43.07692308,299,150,50.16722408,80.09708738,0,0.15776699,2,3,2,0,7,41,4,2019,October
MBW Cimarron,196,200,98,156,87,125.9883733,10/5/1949,125.9883733,0,201941,7.181318681,0.895095549,61,73.7704918,83,75,90.36144578,55.76923077,0,0.31122449,3,3,3,3,12,41,4,2019,October
MBW Cyclone,199,200,99.5,184,156,125.2144417,10/5/1949,125.2526359,0.035382313,201941,7.01010101,0.683302662,38,36.84210526,75,71,94.66666667,84.7826087,0,0.190954774,1,3,3,3,10,41,4,2019,October
MBW Yuma,146,145,100.6896552,126,110,125.5052962,10/5/1949,125.5450232,0.034921341,201941,6.896551724,1.43722407,106,70.75471698,78,72,92.30769231,87.3015873,0,0.726027397,3,3,3,3,12,41,4,2019,October
Norson,260,200,130,99,46,123.2442825,10/5/1949,124.2610993,1.016816817,201941,6.966386555,14.47378271,0,0,0,0,0,46.46464646,0,0,3,0,3,3,9,41,4,2019,October
Prestage MS,262,0,0,158,143,124.4177012,10/5/1949,124.7586783,0.586586822,201941,7.775609756,1.608308771,40,42.5,94,85,90.42553191,90.50632911,0,0.152671756,2,0,3,3,8,41,4,2019,October
Princeton,392,435,90.11494253,327,316,125.0420897,10/5/1949,125.0421742,0.175947028,201941,7.123966942,2.099343154,185,40.54054054,189,178,94.17989418,96.63608563,0,0.471938776,2,0,3,3,8,41,4,2019,October
Skyline Boar Stud,234,250,93.6,220,175,125.09689470000001,10/5/1949,125.0989803,0.002085599,201941,7.230366492,0.87015992,167,76.04790419,124,119,95.96774194,79.54545455,0,0.713675214,3,3,3,3,12,41,4,2019,October
SPGTX,89,150,59.33333333,17,13,128.2058653,10/5/1949,128.5145367,0.55098588,201941,9,3.636848453,65,40,161,114,70.80745342,76.47058824,0,0.730337079,2,3,2,1,8,41,4,2019,October
SPGVA,261,292,89.38356164,91,43,128.1695428,10/5/1949,128.3470852,0.404515659,201941,7.299578059,1.531768057,80,17.5,108,91,84.25925926,47.25274725,0,0.30651341,0,3,3,2,8,41,4,2019,October
SPGNC,221,220,100.4545455,95,50,128.0235154,10/5/1949,128.2921407,0.409301282,201941,8.892405063,3.110666758,103,32.03883495,123,104,84.55284553,52.63157895,0,0.466063348,1,3,2,2,8,41,4,2019,October
Clinton,202,0,0,165,149,124.5723533,10/12/1949,124.8206237,0.232355567,201942,7.630057803,2.186538758,125,16.8,103,81,78.6407767,90.3030303,0,0.618811881,0,0,3,1,4,42,4,2019,October
GCM7-4,215,207,103.8647343,134,68,124.9028776,10/12/1949,125.9463989,1.097981386,201942,23.69026549,25.26575875,45,51.11111111,52,51,98.07692308,50.74626866,0,0.209302326,3,0,0,3,6,42,4,2019,October
High Desert,186,150,124,127,17,0,10/12/1949,0,0,201942,9.099337748,2.217370716,38,50,95,81,85.26315789,13.38582677,0,0.204301075,3,3,1,2,9,42,4,2019,October
Ingold,155,0,0,109,82,125.3261469,10/12/1949,125.3396645,0.013517533,201942,7.747826087,1.999313383,49,42.85714286,32,32,100,75.2293578,0,0.316129032,2,3,3,3,11,42,4,2019,October
MB 7081,191,200,95.5,115,76,125.8310786,10/12/1949,125.8635898,0.021002866,201942,8.083333333,1.556658073,61,45.90163934,86,81,94.18604651,66.08695652,0,0.319371728,2,3,2,3,10,42,4,2019,October
MB 7082,201,200,100.5,106,80,125.5481498,10/12/1949,125.6269016,0.069858553,201942,7.508196721,1.467107689,104,37.5,84,74,88.0952381,75.47169811,0,0.517412935,1,2,3,2,8,42,4,2019,October
MB 7092,490,450,108.8888889,490,391,125.1897564,10/12/1949,125.2025345,0.012778095,201942,7.856435644,2.524162769,114,53.50877193,160,154,96.25,79.79591837,0,0.232653061,3,3,3,3,12,42,4,2019,October
MB 7093,417,450,92.66666667,417,321,125.1556767,10/12/1949,125.1615786,0.005901941,201942,7.888888889,2.750738713,125,52.8,150,150,100,76.97841727,0,0.299760192,3,3,3,3,12,42,4,2019,October
MB 7094,409,450,90.88888889,409,339,125.7653619,10/12/1949,125.7755946,0.010232706,201942,7.386554622,1.444337512,65,43.07692308,199,116,58.29145729,82.88508557,0,0.158924205,2,3,3,0,8,42,4,2019,October
MBW Cimarron,196,200,98,156,84,126.0975746,10/12/1949,126.0975746,0,201942,6.917127072,0.868449788,61,73.7704918,83,75,90.36144578,53.84615385,0,0.31122449,3,3,3,3,12,42,4,2019,October
MBW Cyclone,197,200,98.5,182,156,125.1958049,10/12/1949,125.212785,0.015634135,201942,6.98974359,0.617525354,40,37.5,75,71,94.66666667,85.71428571,0,0.203045685,1,3,3,3,10,42,4,2019,October
MBW Yuma,146,145,100.6896552,126,91,125.7710918,10/12/1949,125.7963026,0.021643222,201942,7.144827586,1.818039658,106,70.75471698,78,72,92.30769231,72.22222222,0,0.726027397,3,3,3,3,12,42,4,2019,October
Norson,260,200,130,99,53,123.2883216,10/12/1949,124.1202644,0.831942748,201942,11.99236641,19.99711371,0,0,0,0,0,53.53535354,0,0,3,0,0,3,6,42,4,2019,October
Prestage MS,260,0,0,156,125,124.7107382,10/12/1949,124.8735859,0.114586658,201942,7.474489796,1.106791271,40,42.5,94,85,90.42553191,80.12820513,0,0.153846154,2,1,3,3,9,42,4,2019,October
Princeton,392,435,90.11494253,327,308,125.0044244,10/12/1949,125.0687807,0.213086368,201942,6.983098592,1.171577949,185,40.54054054,189,178,94.17989418,94.18960245,0,0.471938776,2,0,3,3,8,42,4,2019,October
Skyline Boar Stud,232,250,92.8,218,182,125.0878912,10/12/1949,125.0880016,1.1e-4,201942,7.980676329,2.194347002,169,75.14792899,124,119,95.96774194,83.48623853,0,0.728448276,3,3,3,3,12,42,4,2019,October
SPGTX,119,150,79.33333333,17,15,128.4026538,10/12/1949,128.4591959,0.424055991,201942,7.862068966,1.923976102,65,40,161,114,70.80745342,88.23529412,0,0.546218487,2,3,3,1,9,42,4,2019,October
SPGVA,260,292,89.04109589,90,41,128.1224747,10/12/1949,128.3584015,0.185024622,201942,7.069565217,1.021359135,80,17.5,108,91,84.25925926,45.55555556,0,0.307692308,0,3,3,2,8,42,4,2019,October
SPGNC,221,220,100.4545455,95,44,127.8986058,10/12/1949,128.3819008,0.487003006,201942,9.233128834,3.253811729,103,32.03883495,123,104,84.55284553,46.31578947,0,0.466063348,1,3,1,2,7,42,4,2019,October
Clinton,201,0,0,164,132,124.5841024,10/19/1949,125.0815467,0.479142252,201943,7.5,1.160660914,106,16.03773585,74,62,83.78378378,80.48780488,0,0.527363184,0,0,3,2,5,43,4,2019,October
GCM7-4,215,207,103.8647343,134,67,124.9464802,10/19/1949,125.9884168,1.398427824,201943,15.89423077,21.50769484,42,54.76190476,52,51,98.07692308,50,0,0.195348837,3,0,0,3,6,43,4,2019,October
High Desert,186,150,124,127,9,0,10/19/1949,0,0.78780271,201943,7.339285714,2.190973199,38,50,95,81,85.26315789,7.086614173,0,0.204301075,3,0,3,2,8,43,4,2019,October
Ingold,168,0,0,94,73,125.5207253,10/19/1949,125.5538448,0.033119549,201943,8.377358491,3.750435734,67,47.76119403,32,32,100,77.65957447,0,0.398809524,2,3,2,3,10,43,4,2019,October
MB 7081,211,200,105.5,126,97,125.9870794,10/19/1949,125.9991543,0.007546859,201943,7.835526316,2.453390893,82,47.56097561,86,81,94.18604651,76.98412698,0,0.388625592,2,3,3,3,11,43,4,2019,October
MB 7082,199,200,99.5,105,78,125.6800197,10/19/1949,125.6800197,0,201943,7.781065089,1.420302215,85,41.17647059,84,74,88.0952381,74.28571429,0,0.427135678,2,3,3,2,10,43,4,2019,October
MB 7092,447,450,99.33333333,447,368,125.3490958,10/19/1949,125.3813837,0.032287908,201943,7.638968481,1.980152981,154,53.8961039,160,154,96.25,82.32662192,0,0.344519016,3,3,3,3,12,43,4,2019,October
MB 7093,415,450,92.22222222,415,288,125.3441923,10/19/1949,125.3463012,0.002108815,201943,8.837988827,3.172272799,125,52.8,150,150,100,69.39759036,0,0.301204819,3,3,2,3,11,43,4,2019,October
MB 7094,368,450,81.77777778,368,323,125.8406628,10/19/1949,125.8511807,0.010517895,201943,7.582352941,1.795351354,105,61.9047619,199,116,58.29145729,87.77173913,0,0.285326087,3,3,3,0,9,43,4,2019,October
MBW Cimarron,171,200,85.5,133,88,125.9660019,10/19/1949,125.9660019,0,201943,6.93220339,1.090210678,86,72.09302326,83,75,90.36144578,66.16541353,0,0.502923977,3,3,3,3,12,43,4,2019,October
MBW Cyclone,194,200,97,179,140,125.4187396,10/19/1949,125.4317147,0.012074121,201943,6.994818653,0.426924678,43,37.20930233,75,71,94.66666667,78.2122905,0,0.221649485,1,3,3,3,10,43,4,2019,October
MBW Yuma,145,145,100,125,87,125.9439141,10/19/1949,125.9439141,0,201943,6.475862069,1.477059573,107,70.09345794,78,72,92.30769231,69.6,0,0.737931034,3,3,3,3,12,43,4,2019,October
Norson,254,200,127,98,52,123.2263499,10/19/1949,124.1110585,0.884708617,201943,11.60294118,21.66180438,0,0,0,0,0,53.06122449,0,0,3,0,0,3,6,43,4,2019,October
Prestage MS,270,0,0,142,126,124.5007527,10/19/1949,124.8489049,0.536516442,201943,7.702702703,1.44960386,60,36.66666667,94,85,90.42553191,88.73239437,0,0.222222222,1,0,3,3,7,43,4,2019,October
Princeton,389,435,89.42528736,324,317,124.9768382,10/19/1949,124.9870613,0.009045712,201943,7.332417582,1.90459606,161,42.85714286,189,178,94.17989418,97.83950617,0,0.413881748,2,3,3,3,11,43,4,2019,October
Skyline Boar Stud,232,250,92.8,218,174,125.1026713,10/19/1949,125.1026713,0,201943,7.494736842,1.496901097,169,75.14792899,124,119,95.96774194,79.81651376,0,0.728448276,3,3,3,3,12,43,4,2019,October
SPGTX,118,150,78.66666667,22,13,128.7070508,10/19/1949,128.7724924,0.870754999,201943,6.681818182,1.218114754,65,40,161,114,70.80745342,59.09090909,0,0.550847458,2,3,3,1,9,43,4,2019,October
SPGVA,250,292,85.61643836,79,35,128.1809559,10/19/1949,128.4676903,0.334266189,201943,7.083333333,1.242877904,115,31.30434783,108,91,84.25925926,44.30379747,0,0.46,1,3,3,2,9,43,4,2019,October
SPGNC,218,220,99.09090909,93,47,128.0574902,10/19/1949,128.3108519,0.198700742,201943,8.759036145,3.415083695,85,29.41176471,105,92,87.61904762,50.53763441,0,0.389908257,0,3,2,2,7,43,4,2019,October
