Employee Home Business Unit,Employee Home Business Unit Desc.,Employee Number,Employee Job Type Description,Pay Per Date,Pay Type,Pay Type Description,Hours,Employee Pay Class Description
8230,GIF-Boar Stud,2121839,AI Courier,5/16/2021,1,Regular,54.58,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1 HOD,5/16/2021,1,Regular,96.03,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1 HOD,5/16/2021,12,Premium,19.68,Hourly
8230,GIF-Boar Stud,3298432,Herdsperson 3 (Hourly),5/16/2021,1,Regular,57.23,Hourly
49170,Boar Stud  49170,789507,Boar Stud Mgr.,5/16/2021,1,Regular,80,Salaried
49170,Boar Stud  49170,789809,Herdsperson 4 (Hourly),5/16/2021,1,Regular,82.42,Hourly
49170,Boar Stud  49170,789809,Herdsperson 4 (Hourly),5/16/2021,99,PTO,9,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Hourly),5/16/2021,1,Regular,76.25,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Hourly),5/16/2021,99,PTO,9,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,5/16/2021,1,Regular,106.02,Hourly
49170,Boar Stud  49170,1291319,Assistant Boar Stud Manager,5/16/2021,1,Regular,90,Salaried
49170,Boar Stud  49170,2107647,Production Mgr Trainee 1 Certf,5/16/2021,99,PTO,90,Hourly
49370,High Desert Boar Stud,3301684,Boar Stud Mgr.,5/16/2021,1,Regular,64,Salaried
49370,High Desert Boar Stud,3301684,Boar Stud Mgr.,5/16/2021,30,Holiday,16,Salaried
49370,High Desert Boar Stud,3357155,Production Mgr Trainee 1,5/16/2021,1,Regular,110.4,Hourly
49370,High Desert Boar Stud,3366053,Production Mgr Trainee 1,5/16/2021,1,Regular,110.62,Hourly
49370,High Desert Boar Stud,3366529,Production Mgr Trainee 1,5/16/2021,1,Regular,111.07,Hourly
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,5/16/2021,1,Regular,72,Salaried
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,5/16/2021,99,PTO,8,Salaried
49770,Colorado Boar Stud,1410558,AI Courier,5/16/2021,1,Regular,28.88,Hourly
49770,Colorado Boar Stud,1501451,Assistant Boar Stud Manager,5/16/2021,1,Regular,80,Salaried
49770,Colorado Boar Stud,1938582,Herdsperson 3 (Hourly),5/16/2021,1,Regular,71.8,Hourly
49770,Colorado Boar Stud,1938582,Herdsperson 3 (Hourly),5/16/2021,99,PTO,8,Hourly
49770,Colorado Boar Stud,3289266,Production Mgr Trainee 1 Certf,5/16/2021,1,Regular,80.53,Hourly
70640,Farm 70640-AI,906806,Herdsperson 3 (Hourly),5/16/2021,1,Regular,85.7,Hourly
70640,Farm 70640-AI,999886,Herdsperson 3 (Hourly),5/16/2021,1,Regular,104.42,Hourly
70640,Farm 70640-AI,1248788,Herdsperson 3 (Hourly),5/16/2021,1,Regular,93.27,Hourly
70640,Farm 70640-AI,3304001,Nursery/Finishing HOD 2,5/16/2021,1,Regular,87.73,Hourly
70640,Farm 70640-AI,3304001,Nursery/Finishing HOD 2,5/16/2021,99,PTO,8,Hourly
2874,AI Lab-Cyclone 2874,787767,Boar Stud Mgr.,5/30/2021,1,Regular,72,Salaried
2874,AI Lab-Cyclone 2874,787767,Boar Stud Mgr.,5/30/2021,99,PTO,8,Salaried
2874,AI Lab-Cyclone 2874,3313735,Asst. Sow Farm Mgr. 1,5/30/2021,1,Regular,72,Salaried
2874,AI Lab-Cyclone 2874,3313735,Asst. Sow Farm Mgr. 1,5/30/2021,99,PTO,8,Salaried
2874,AI Lab-Cyclone 2874,3313736,Herdsperson 3 (Hourly),5/30/2021,1,Regular,92.8,Hourly
2874,AI Lab-Cyclone 2874,3313897,AI Courier,5/30/2021,1,Regular,50.45,Hourly
2874,AI Lab-Cyclone 2874,3344620,Herdsperson 3 (Hourly),5/30/2021,1,Regular,73.1,Hourly
2874,AI Lab-Cyclone 2874,3344620,Herdsperson 3 (Hourly),5/30/2021,99,PTO,6.85,Hourly
2874,AI Lab-Cyclone 2874,3344621,Herdsperson 3 (Hourly),5/30/2021,1,Regular,75.62,Hourly
2874,AI Lab-Cyclone 2874,3344621,Herdsperson 3 (Hourly),5/30/2021,99,PTO,10,Hourly
3470,AI Lab-Cimarron 3470,788267,Boar Stud Mgr.,5/30/2021,1,Regular,72,Salaried
3470,AI Lab-Cimarron 3470,788267,Boar Stud Mgr.,5/30/2021,99,PTO,8,Salaried
3470,AI Lab-Cimarron 3470,985941,Herdsperson 4 (Hourly),5/30/2021,1,Regular,78.12,Hourly
3470,AI Lab-Cimarron 3470,985941,Herdsperson 4 (Hourly),5/30/2021,30,Holiday,8.73,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),5/30/2021,1,Regular,94.37,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),5/30/2021,99,PTO,11.73,Hourly
3470,AI Lab-Cimarron 3470,3310837,Herdsperson 4 (Hourly),5/30/2021,1,Regular,65.47,Hourly
3470,AI Lab-Cimarron 3470,3310837,Herdsperson 4 (Hourly),5/30/2021,99,PTO,34.92,Hourly
3470,AI Lab-Cimarron 3470,3319059,Herdsperson 4 (Hourly),5/30/2021,1,Regular,98.42,Hourly
3470,AI Lab-Cimarron 3470,3361502,AI Courier,5/30/2021,1,Regular,36.92,Hourly
3470,AI Lab-Cimarron 3470,3362460,Herdsperson 1 (Hourly),5/30/2021,1,Regular,80.15,Hourly
3470,AI Lab-Cimarron 3470,3362460,Herdsperson 1 (Hourly),5/30/2021,35,Prsnl Hol,8.73,Hourly
7068,Farm 7068-AI,791747,Boar Stud Mgr.,5/30/2021,1,Regular,80,Salaried
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,5/30/2021,1,Regular,96,Salaried
7068,Farm 7068-AI,1365358,Herdsperson 4 (Hourly),5/30/2021,1,Regular,96.5,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),5/30/2021,1,Regular,79.88,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),5/30/2021,35,Prsnl Hol,9.6,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),5/30/2021,99,PTO,2,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 4 (Hourly),5/30/2021,1,Regular,75.65,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 4 (Hourly),5/30/2021,35,Prsnl Hol,9.6,Hourly
7069,Farm 7069-AI,797573,Boar Stud HOD 1 (Salaried),5/30/2021,1,Regular,76.8,Salaried
7069,Farm 7069-AI,797573,Boar Stud HOD 1 (Salaried),5/30/2021,35,Prsnl Hol,9.6,Salaried
7069,Farm 7069-AI,797573,Boar Stud HOD 1 (Salaried),5/30/2021,99,PTO,9.6,Salaried
7069,Farm 7069-AI,3310840,Assistant Boar Stud Manager,5/30/2021,1,Regular,86.4,Salaried
7069,Farm 7069-AI,3310840,Assistant Boar Stud Manager,5/30/2021,99,PTO,9.6,Salaried
7069,Farm 7069-AI,3321432,Boar Stud Mgr.,5/30/2021,1,Regular,80,Salaried
7069,Farm 7069-AI,3349479,Production Mgr Trainee 2 Certf,5/30/2021,1,Regular,96,Salaried
7081,Deercroft Boar Stud,337578,Herdsperson 4 (Hourly),5/30/2021,1,Regular,90.67,Hourly
7081,Deercroft Boar Stud,337578,Herdsperson 4 (Hourly),5/30/2021,99,PTO,19.2,Hourly
7081,Deercroft Boar Stud,700875,Boar Stud Mgr.,5/30/2021,1,Regular,56,Salaried
7081,Deercroft Boar Stud,700875,Boar Stud Mgr.,5/30/2021,99,PTO,24,Salaried
7081,Deercroft Boar Stud,3315133,Herdsperson 4 (Hourly),5/30/2021,1,Regular,80.48,Hourly
7081,Deercroft Boar Stud,3315133,Herdsperson 4 (Hourly),5/30/2021,30,Holiday,9.6,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 1 (Hourly),5/30/2021,1,Regular,91.25,Hourly
7082,Laurel Hill Boar Stud,38447,Boar Stud HOD 1 (Salaried),5/30/2021,1,Regular,86.4,Salaried
7082,Laurel Hill Boar Stud,38447,Boar Stud HOD 1 (Salaried),5/30/2021,99,PTO,9.6,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,5/30/2021,1,Regular,64,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,5/30/2021,99,PTO,16,Salaried
7082,Laurel Hill Boar Stud,738304,Herdsperson 4 (Hourly),5/30/2021,1,Regular,78.05,Hourly
7082,Laurel Hill Boar Stud,738304,Herdsperson 4 (Hourly),5/30/2021,99,PTO,12,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 4 (Hourly),5/30/2021,1,Regular,81.23,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 4 (Hourly),5/30/2021,99,PTO,5,Hourly
7082,Laurel Hill Boar Stud,3346720,Herdsperson 3 (Hourly),5/30/2021,1,Regular,79.18,Hourly
7082,Laurel Hill Boar Stud,3346720,Herdsperson 3 (Hourly),5/30/2021,35,Prsnl Hol,9.6,Hourly
7092,Askin Boar Stud,689291,Boar Stud HOD 1 (Salaried),5/30/2021,1,Regular,96,Salaried
7092,Askin Boar Stud,714927,Boar Stud Mgr.,5/30/2021,1,Regular,72,Salaried
7092,Askin Boar Stud,714927,Boar Stud Mgr.,5/30/2021,30,Holiday,8,Salaried
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,5/30/2021,1,Regular,113.15,Hourly
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,5/30/2021,30,Holiday,19.2,Hourly
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,5/30/2021,35,Prsnl Hol,9.6,Hourly
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,5/30/2021,99,PTO,3,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 4 (Hourly),5/30/2021,1,Regular,117.78,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 4 (Hourly),5/30/2021,99,PTO,13.6,Hourly
7092,Askin Boar Stud,2141681,Herdsperson 4 (Hourly),5/30/2021,1,Regular,122.57,Hourly
7092,Askin Boar Stud,3309541,Herdsperson 4 (Hourly),5/30/2021,1,Regular,116.17,Hourly
7092,Askin Boar Stud,3309541,Herdsperson 4 (Hourly),5/30/2021,99,PTO,6,Hourly
7092,Askin Boar Stud,3357365,Herdsperson 2 (Hourly),5/30/2021,1,Regular,-96.48,Hourly
7092,Askin Boar Stud,3357365,Herdsperson 2 (Hourly),5/30/2021,1,Regular,96.48,Hourly
7092,Askin Boar Stud,3357365,Herdsperson 2 (Hourly),5/30/2021,1,Regular,99.3,Hourly
7092,Askin Boar Stud,3357365,Herdsperson 2 (Hourly),5/30/2021,35,Prsnl Hol,-9.6,Hourly
7092,Askin Boar Stud,3357365,Herdsperson 2 (Hourly),5/30/2021,35,Prsnl Hol,9.6,Hourly
7092,Askin Boar Stud,3357365,Herdsperson 2 (Hourly),5/30/2021,35,Prsnl Hol,9.6,Hourly
7092,Askin Boar Stud,3357365,Herdsperson 2 (Hourly),5/30/2021,99,PTO,9.6,Hourly
7093,Martin County Boar Stud,903716,Herdsperson 4 (Hourly),5/30/2021,99,PTO,28.8,Hourly
7093,Martin County Boar Stud,935746,Boar Stud Mgr.,5/30/2021,1,Regular,80,Salaried
7093,Martin County Boar Stud,1226601,Boar Stud HOD 1 (Salaried),5/30/2021,1,Regular,96,Salaried
7093,Martin County Boar Stud,1839253,Herdsperson 4 (Hourly),5/30/2021,1,Regular,71.65,Hourly
7093,Martin County Boar Stud,1839253,Herdsperson 4 (Hourly),5/30/2021,99,PTO,28.8,Hourly
7093,Martin County Boar Stud,2099936,Herdsperson 4 (Hourly),5/30/2021,1,Regular,107.9,Hourly
7093,Martin County Boar Stud,3306937,Production Mgr Trainee 1 Certf,5/30/2021,1,Regular,103.43,Hourly
7093,Martin County Boar Stud,3310111,Production Mgr Trainee 1 Certf,5/30/2021,1,Regular,103.72,Hourly
7093,Martin County Boar Stud,3311229,Herdsperson 3 (Hourly),5/30/2021,1,Regular,90.88,Hourly
7093,Martin County Boar Stud,3311229,Herdsperson 3 (Hourly),5/30/2021,35,Prsnl Hol,9.6,Hourly
7093,Martin County Boar Stud,3337191,Herdsperson 3 (Hourly),5/30/2021,1,Regular,91.93,Hourly
7093,Martin County Boar Stud,3345465,Herdsperson 3 (Hourly),5/30/2021,1,Regular,57.53,Hourly
7094,Robersonville Boar Stud,1207316,Boar Stud Mgr.,5/30/2021,1,Regular,80,Salaried
7094,Robersonville Boar Stud,1216536,Herdsperson 4 (Hourly),5/30/2021,1,Regular,105.28,Hourly
7094,Robersonville Boar Stud,1287467,Herdsperson 4 (Hourly),5/30/2021,1,Regular,101.45,Hourly
7094,Robersonville Boar Stud,1290639,Herdsperson 4 (Hourly),5/30/2021,1,Regular,92.43,Hourly
7094,Robersonville Boar Stud,1290639,Herdsperson 4 (Hourly),5/30/2021,99,PTO,9.6,Hourly
7094,Robersonville Boar Stud,1349171,Boar Stud HOD 1 (Salaried),5/30/2021,1,Regular,86.4,Salaried
7094,Robersonville Boar Stud,1349171,Boar Stud HOD 1 (Salaried),5/30/2021,99,PTO,9.6,Salaried
7094,Robersonville Boar Stud,1343023,Herdsperson 4 (Hourly),5/30/2021,1,Regular,95.03,Hourly
7094,Robersonville Boar Stud,1343023,Herdsperson 4 (Hourly),5/30/2021,99,PTO,19.2,Hourly
7094,Robersonville Boar Stud,3295314,Production Mgr Trainee 2 Certf,5/30/2021,1,Regular,87,Salaried
7094,Robersonville Boar Stud,3295314,Production Mgr Trainee 2 Certf,5/30/2021,99,PTO,9,Salaried
7094,Robersonville Boar Stud,3311803,Herdsperson 4 (Hourly),5/30/2021,1,Regular,107.73,Hourly
7094,Robersonville Boar Stud,3358857,Herdsperson 2 (Hourly),5/30/2021,1,Regular,114.57,Hourly
8230,GIF-Boar Stud,1069477,Boar Stud Mgr.,5/30/2021,1,Regular,80,Salaried
8230,GIF-Boar Stud,1168543,Herdsperson 4 (Hourly),5/30/2021,1,Regular,60.23,Hourly
8230,GIF-Boar Stud,1168543,Herdsperson 4 (Hourly),5/30/2021,99,PTO,27,Hourly
8230,GIF-Boar Stud,1168643,Herdsperson 4 (Hourly),5/30/2021,1,Regular,98.05,Hourly
8230,GIF-Boar Stud,1168643,Herdsperson 4 (Hourly),5/30/2021,12,Premium,21.15,Hourly
8230,GIF-Boar Stud,1172465,Herdsperson 4 (Hourly),5/30/2021,1,Regular,60.05,Hourly
8230,GIF-Boar Stud,1172465,Herdsperson 4 (Hourly),5/30/2021,12,Premium,21.4,Hourly
8230,GIF-Boar Stud,1172465,Herdsperson 4 (Hourly),5/30/2021,30,Holiday,9,Hourly
8230,GIF-Boar Stud,1172465,Herdsperson 4 (Hourly),5/30/2021,99,PTO,27,Hourly
8230,GIF-Boar Stud,1173067,Herdsperson 4 (Hourly),5/30/2021,1,Regular,96.28,Hourly
8230,GIF-Boar Stud,1173067,Herdsperson 4 (Hourly),5/30/2021,12,Premium,19.6,Hourly
8230,GIF-Boar Stud,1259599,Herdsperson 4 (Hourly),5/30/2021,1,Regular,98.63,Hourly
8230,GIF-Boar Stud,1259599,Herdsperson 4 (Hourly),5/30/2021,12,Premium,30.58,Hourly
8230,GIF-Boar Stud,1333002,Boar Stud HOD 1 (Hourly),5/30/2021,35,Prsnl Hol,-18,Hourly
8230,GIF-Boar Stud,1333002,Boar Stud HOD 1 (Hourly),5/30/2021,35,Prsnl Hol,18,Hourly
8230,GIF-Boar Stud,1333002,Boar Stud HOD 1 (Hourly),5/30/2021,99,PTO,-24.83,Hourly
8230,GIF-Boar Stud,1333002,Boar Stud HOD 1 (Hourly),5/30/2021,99,PTO,24.83,Hourly
8230,GIF-Boar Stud,1333002,Boar Stud HOD 1 (Hourly),5/30/2021,99,PTO,3,Hourly
8230,GIF-Boar Stud,1725042,Production Mgr Trainee 2 HOD,5/30/2021,1,Regular,80,Salaried
8230,GIF-Boar Stud,2121839,AI Courier,5/30/2021,1,Regular,74.3,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1 HOD,5/30/2021,1,Regular,95.9,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1 HOD,5/30/2021,12,Premium,21.48,Hourly
8230,GIF-Boar Stud,3298432,Herdsperson 3 (Hourly),5/30/2021,1,Regular,44.95,Hourly
49170,Boar Stud  49170,789507,Boar Stud Mgr.,5/30/2021,1,Regular,80,Salaried
49170,Boar Stud  49170,789809,Herdsperson 4 (Hourly),5/30/2021,1,Regular,95.22,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Hourly),5/30/2021,1,Regular,77.98,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Hourly),5/30/2021,99,PTO,9,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,5/30/2021,1,Regular,93.48,Hourly
49170,Boar Stud  49170,1291319,Assistant Boar Stud Manager,5/30/2021,1,Regular,81,Salaried
49170,Boar Stud  49170,1291319,Assistant Boar Stud Manager,5/30/2021,30,Holiday,9,Salaried
49170,Boar Stud  49170,2107647,Production Mgr Trainee 1 Certf,5/30/2021,1,Regular,37.42,Hourly
49170,Boar Stud  49170,2107647,Production Mgr Trainee 1 Certf,5/30/2021,40,Bereavement,54,Hourly
49170,Boar Stud  49170,2107647,Production Mgr Trainee 1 Certf,5/30/2021,99,PTO,9,Hourly
49370,High Desert Boar Stud,3301684,Boar Stud Mgr.,5/30/2021,1,Regular,40,Salaried
49370,High Desert Boar Stud,3301684,Boar Stud Mgr.,5/30/2021,30,Holiday,24,Salaried
49370,High Desert Boar Stud,3301684,Boar Stud Mgr.,5/30/2021,35,Prsnl Hol,16,Salaried
49370,High Desert Boar Stud,3357155,Production Mgr Trainee 1,5/30/2021,1,Regular,117.68,Hourly
49370,High Desert Boar Stud,3366053,Production Mgr Trainee 1,5/30/2021,1,Regular,102.78,Hourly
49370,High Desert Boar Stud,3366529,Production Mgr Trainee 1,5/30/2021,1,Regular,106.7,Hourly
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,5/30/2021,1,Regular,80,Salaried
49770,Colorado Boar Stud,1410558,AI Courier,5/30/2021,1,Regular,25.82,Hourly
49770,Colorado Boar Stud,1501451,Assistant Boar Stud Manager,5/30/2021,1,Regular,80,Salaried
49770,Colorado Boar Stud,1938582,Herdsperson 3 (Hourly),5/30/2021,1,Regular,69.53,Hourly
49770,Colorado Boar Stud,1938582,Herdsperson 3 (Hourly),5/30/2021,99,PTO,8,Hourly
49770,Colorado Boar Stud,3289266,Production Mgr Trainee 1 Certf,5/30/2021,1,Regular,62.18,Hourly
49770,Colorado Boar Stud,3289266,Production Mgr Trainee 1 Certf,5/30/2021,99,PTO,16,Hourly
70640,Farm 70640-AI,999886,Herdsperson 3 (Hourly),5/30/2021,1,Regular,98.57,Hourly
70640,Farm 70640-AI,3304001,Nursery/Finishing HOD 2,5/30/2021,1,Regular,91.28,Hourly
2874,AI Lab-Cyclone 2874,787767,Boar Stud Mgr.,6/13/2021,1,Regular,80,Salaried
2874,AI Lab-Cyclone 2874,3313735,Asst. Sow Farm Mgr. 1,6/13/2021,1,Regular,72,Salaried
2874,AI Lab-Cyclone 2874,3313735,Asst. Sow Farm Mgr. 1,6/13/2021,99,PTO,8,Salaried
2874,AI Lab-Cyclone 2874,3313736,Herdsperson 3 (Hourly),6/13/2021,1,Regular,64.57,Hourly
2874,AI Lab-Cyclone 2874,3313736,Herdsperson 3 (Hourly),6/13/2021,30,Holiday,8,Hourly
2874,AI Lab-Cyclone 2874,3313736,Herdsperson 3 (Hourly),6/13/2021,99,PTO,8,Hourly
2874,AI Lab-Cyclone 2874,3313897,AI Courier,6/13/2021,1,Regular,48.62,Hourly
2874,AI Lab-Cyclone 2874,3344620,Herdsperson 3 (Hourly),6/13/2021,1,Regular,34.63,Hourly
2874,AI Lab-Cyclone 2874,3344620,Herdsperson 3 (Hourly),6/13/2021,450,Disability,,Hourly
2874,AI Lab-Cyclone 2874,3344621,Herdsperson 3 (Hourly),6/13/2021,1,Regular,66.78,Hourly
2874,AI Lab-Cyclone 2874,3344621,Herdsperson 3 (Hourly),6/13/2021,30,Holiday,10,Hourly
2874,AI Lab-Cyclone 2874,3344621,Herdsperson 3 (Hourly),6/13/2021,99,PTO,10,Hourly
3470,AI Lab-Cimarron 3470,788267,Boar Stud Mgr.,6/13/2021,1,Regular,80,Salaried
3470,AI Lab-Cimarron 3470,985941,Herdsperson 4 (Hourly),6/13/2021,1,Regular,87.07,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),6/13/2021,1,Regular,99.32,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),6/13/2021,11,Shift Diff,3.57,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),6/13/2021,30,Holiday,8.73,Hourly
3470,AI Lab-Cimarron 3470,3310837,Herdsperson 4 (Hourly),6/13/2021,1,Regular,91.98,Hourly
3470,AI Lab-Cimarron 3470,3310837,Herdsperson 4 (Hourly),6/13/2021,31,Holiday-adtl,8.73,Hourly
3470,AI Lab-Cimarron 3470,3319059,Herdsperson 4 (Hourly),6/13/2021,1,Regular,94.72,Hourly
3470,AI Lab-Cimarron 3470,3319059,Herdsperson 4 (Hourly),6/13/2021,31,Holiday-adtl,8.73,Hourly
3470,AI Lab-Cimarron 3470,3361502,AI Courier,6/13/2021,1,Regular,40.35,Hourly
3470,AI Lab-Cimarron 3470,3362460,Herdsperson 1 (Hourly),6/13/2021,1,Regular,94.38,Hourly
3470,AI Lab-Cimarron 3470,3362460,Herdsperson 1 (Hourly),6/13/2021,11,Shift Diff,3.62,Hourly
3470,AI Lab-Cimarron 3470,3362460,Herdsperson 1 (Hourly),6/13/2021,31,Holiday-adtl,8.73,Hourly
7068,Farm 7068-AI,791747,Boar Stud Mgr.,6/13/2021,1,Regular,64,Salaried
7068,Farm 7068-AI,791747,Boar Stud Mgr.,6/13/2021,30,Holiday,16,Salaried
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,6/13/2021,1,Regular,48,Salaried
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,6/13/2021,30,Holiday,9.6,Salaried
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,6/13/2021,99,PTO,38.4,Salaried
7068,Farm 7068-AI,1365358,Herdsperson 4 (Hourly),6/13/2021,1,Regular,89.8,Hourly
7068,Farm 7068-AI,1365358,Herdsperson 4 (Hourly),6/13/2021,30,Holiday,9.6,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),6/13/2021,1,Regular,81.2,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),6/13/2021,30,Holiday,9.6,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),6/13/2021,99,PTO,2,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 4 (Hourly),6/13/2021,1,Regular,86.05,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 4 (Hourly),6/13/2021,30,Holiday,9.6,Hourly
7069,Farm 7069-AI,797573,Boar Stud HOD 1 (Salaried),6/13/2021,1,Regular,86.4,Salaried
7069,Farm 7069-AI,797573,Boar Stud HOD 1 (Salaried),6/13/2021,99,PTO,9.6,Salaried
7069,Farm 7069-AI,3310840,Assistant Boar Stud Manager,6/13/2021,1,Regular,86.4,Salaried
7069,Farm 7069-AI,3310840,Assistant Boar Stud Manager,6/13/2021,99,PTO,9.6,Salaried
7069,Farm 7069-AI,3321432,Boar Stud Mgr.,6/13/2021,1,Regular,80,Salaried
7069,Farm 7069-AI,3349479,Production Mgr Trainee 2 Certf,6/13/2021,1,Regular,76.8,Salaried
7069,Farm 7069-AI,3349479,Production Mgr Trainee 2 Certf,6/13/2021,30,Holiday,19.2,Salaried
7081,Deercroft Boar Stud,337578,Herdsperson 4 (Hourly),6/13/2021,1,Regular,76.2,Hourly
7081,Deercroft Boar Stud,337578,Herdsperson 4 (Hourly),6/13/2021,99,PTO,19.2,Hourly
7081,Deercroft Boar Stud,700875,Boar Stud Mgr.,6/13/2021,1,Regular,72,Salaried
7081,Deercroft Boar Stud,700875,Boar Stud Mgr.,6/13/2021,99,PTO,8,Salaried
7081,Deercroft Boar Stud,3315133,Herdsperson 4 (Hourly),6/13/2021,1,Regular,96.2,Hourly
7081,Deercroft Boar Stud,3315133,Herdsperson 4 (Hourly),6/13/2021,30,Holiday,9.6,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 1 (Hourly),6/13/2021,1,Regular,86.15,Hourly
7082,Laurel Hill Boar Stud,38447,Boar Stud HOD 1 (Salaried),6/13/2021,1,Regular,86.4,Salaried
7082,Laurel Hill Boar Stud,38447,Boar Stud HOD 1 (Salaried),6/13/2021,31,Holiday-adtl,9.6,Salaried
7082,Laurel Hill Boar Stud,38447,Boar Stud HOD 1 (Salaried),6/13/2021,99,PTO,9.6,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,6/13/2021,1,Regular,72,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,6/13/2021,30,Holiday,8,Salaried
7082,Laurel Hill Boar Stud,738304,Herdsperson 4 (Hourly),6/13/2021,1,Regular,82.3,Hourly
7082,Laurel Hill Boar Stud,738304,Herdsperson 4 (Hourly),6/13/2021,31,Holiday-adtl,9.6,Hourly
7082,Laurel Hill Boar Stud,738304,Herdsperson 4 (Hourly),6/13/2021,99,PTO,4,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 4 (Hourly),6/13/2021,1,Regular,84.35,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 4 (Hourly),6/13/2021,31,Holiday-adtl,9.6,Hourly
7082,Laurel Hill Boar Stud,3346720,Herdsperson 3 (Hourly),6/13/2021,1,Regular,83.77,Hourly
7082,Laurel Hill Boar Stud,3346720,Herdsperson 3 (Hourly),6/13/2021,31,Holiday-adtl,9.6,Hourly
7092,Askin Boar Stud,689291,Boar Stud HOD 1 (Salaried),6/13/2021,1,Regular,96,Salaried
7092,Askin Boar Stud,714927,Boar Stud Mgr.,6/13/2021,1,Regular,72,Salaried
7092,Askin Boar Stud,714927,Boar Stud Mgr.,6/13/2021,30,Holiday,8,Salaried
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,6/13/2021,1,Regular,115.75,Hourly
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,6/13/2021,30,Holiday,19.2,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 4 (Hourly),6/13/2021,1,Regular,106.22,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 4 (Hourly),6/13/2021,30,Holiday,9.6,Hourly
7092,Askin Boar Stud,2141681,Herdsperson 4 (Hourly),6/13/2021,1,Regular,107.32,Hourly
7092,Askin Boar Stud,2141681,Herdsperson 4 (Hourly),6/13/2021,30,Holiday,19.2,Hourly
7092,Askin Boar Stud,2141681,Herdsperson 4 (Hourly),6/13/2021,99,PTO,9.6,Hourly
7092,Askin Boar Stud,3309541,Herdsperson 4 (Hourly),6/13/2021,1,Regular,115.97,Hourly
7092,Askin Boar Stud,3357365,Herdsperson 2 (Hourly),6/13/2021,1,Regular,113.18,Hourly
7093,Martin County Boar Stud,903716,Herdsperson 4 (Hourly),6/13/2021,30,Holiday,9.6,Hourly
7093,Martin County Boar Stud,903716,Herdsperson 4 (Hourly),6/13/2021,99,PTO,19.2,Hourly
